Date,predictions(m)
2022-06-12 10:00 PDT,2.16
2022-06-12 10:15 PDT,2.33
2022-06-12 10:30 PDT,2.5
2022-06-12 10:45 PDT,2.66
2022-06-12 11:00 PDT,2.81
2022-06-12 11:15 PDT,2.96
2022-06-12 11:30 PDT,3.11
2022-06-12 11:45 PDT,3.24
2022-06-12 12:00 PDT,3.38
2022-06-12 12:15 PDT,3.5
2022-06-12 12:30 PDT,3.61
2022-06-12 12:45 PDT,3.7
2022-06-12 13:00 PDT,3.78
2022-06-12 13:15 PDT,3.83
2022-06-12 13:30 PDT,3.86
2022-06-12 13:45 PDT,3.87
2022-06-12 14:00 PDT,3.84
2022-06-12 14:15 PDT,3.79
2022-06-12 14:30 PDT,3.72
2022-06-12 14:45 PDT,3.63
2022-06-12 15:00 PDT,3.51
2022-06-12 15:15 PDT,3.39
2022-06-12 15:30 PDT,3.26
2022-06-12 15:45 PDT,3.13
2022-06-12 16:00 PDT,3
2022-06-12 16:15 PDT,2.87
2022-06-12 16:30 PDT,2.75
2022-06-12 16:45 PDT,2.64
2022-06-12 17:00 PDT,2.54
2022-06-12 17:15 PDT,2.45
2022-06-12 17:30 PDT,2.38
2022-06-12 17:45 PDT,2.31
2022-06-12 18:00 PDT,2.26
2022-06-12 18:15 PDT,2.22
2022-06-12 18:30 PDT,2.19
2022-06-12 18:45 PDT,2.18
2022-06-12 19:00 PDT,2.2
2022-06-12 19:15 PDT,2.23
2022-06-12 19:30 PDT,2.29
2022-06-12 19:45 PDT,2.37
2022-06-12 20:00 PDT,2.47
2022-06-12 20:15 PDT,2.6
2022-06-12 20:30 PDT,2.75
2022-06-12 20:45 PDT,2.92
2022-06-12 21:00 PDT,3.09
2022-06-12 21:15 PDT,3.28
2022-06-12 21:30 PDT,3.47
2022-06-12 21:45 PDT,3.66
2022-06-12 22:00 PDT,3.84
2022-06-12 22:15 PDT,4.01
2022-06-12 22:30 PDT,4.17
2022-06-12 22:45 PDT,4.31
2022-06-12 23:00 PDT,4.44
2022-06-12 23:15 PDT,4.56
2022-06-12 23:30 PDT,4.66
2022-06-12 23:45 PDT,4.74
2022-06-13 00:00 PDT,4.81
2022-06-13 00:15 PDT,4.86
2022-06-13 00:30 PDT,4.89
2022-06-13 00:45 PDT,4.91
2022-06-13 01:00 PDT,4.9
2022-06-13 01:15 PDT,4.87
2022-06-13 01:30 PDT,4.82
2022-06-13 01:45 PDT,4.74
2022-06-13 02:00 PDT,4.62
2022-06-13 02:15 PDT,4.48
2022-06-13 02:30 PDT,4.32
2022-06-13 02:45 PDT,4.12
2022-06-13 03:00 PDT,3.91
2022-06-13 03:15 PDT,3.68
2022-06-13 03:30 PDT,3.44
2022-06-13 03:45 PDT,3.19
2022-06-13 04:00 PDT,2.94
2022-06-13 04:15 PDT,2.69
2022-06-13 04:30 PDT,2.44
2022-06-13 04:45 PDT,2.2
2022-06-13 05:00 PDT,1.98
2022-06-13 05:15 PDT,1.76
2022-06-13 05:30 PDT,1.55
2022-06-13 05:45 PDT,1.35
2022-06-13 06:00 PDT,1.16
2022-06-13 06:15 PDT,0.99
2022-06-13 06:30 PDT,0.83
2022-06-13 06:45 PDT,0.69
2022-06-13 07:00 PDT,0.56
2022-06-13 07:15 PDT,0.46
2022-06-13 07:30 PDT,0.39
2022-06-13 07:45 PDT,0.35
2022-06-13 08:00 PDT,0.34
2022-06-13 08:15 PDT,0.37
2022-06-13 08:30 PDT,0.43
2022-06-13 08:45 PDT,0.52
2022-06-13 09:00 PDT,0.64
2022-06-13 09:15 PDT,0.79
2022-06-13 09:30 PDT,0.96
2022-06-13 09:45 PDT,1.15
2022-06-13 10:00 PDT,1.35
2022-06-13 10:15 PDT,1.55
2022-06-13 10:30 PDT,1.76
2022-06-13 10:45 PDT,1.96
2022-06-13 11:00 PDT,2.16
2022-06-13 11:15 PDT,2.36
2022-06-13 11:30 PDT,2.54
2022-06-13 11:45 PDT,2.73
2022-06-13 12:00 PDT,2.91
2022-06-13 12:15 PDT,3.08
2022-06-13 12:30 PDT,3.25
2022-06-13 12:45 PDT,3.41
2022-06-13 13:00 PDT,3.56
2022-06-13 13:15 PDT,3.7
2022-06-13 13:30 PDT,3.82
2022-06-13 13:45 PDT,3.92
2022-06-13 14:00 PDT,3.99
2022-06-13 14:15 PDT,4.04
2022-06-13 14:30 PDT,4.05
2022-06-13 14:45 PDT,4.04
2022-06-13 15:00 PDT,3.99
2022-06-13 15:15 PDT,3.92
2022-06-13 15:30 PDT,3.82
2022-06-13 15:45 PDT,3.7
2022-06-13 16:00 PDT,3.57
2022-06-13 16:15 PDT,3.42
2022-06-13 16:30 PDT,3.28
2022-06-13 16:45 PDT,3.13
2022-06-13 17:00 PDT,2.99
2022-06-13 17:15 PDT,2.86
2022-06-13 17:30 PDT,2.74
2022-06-13 17:45 PDT,2.63
2022-06-13 18:00 PDT,2.53
2022-06-13 18:15 PDT,2.45
2022-06-13 18:30 PDT,2.37
2022-06-13 18:45 PDT,2.31
2022-06-13 19:00 PDT,2.26
2022-06-13 19:15 PDT,2.23
2022-06-13 19:30 PDT,2.22
2022-06-13 19:45 PDT,2.22
2022-06-13 20:00 PDT,2.25
2022-06-13 20:15 PDT,2.3
2022-06-13 20:30 PDT,2.38
2022-06-13 20:45 PDT,2.49
2022-06-13 21:00 PDT,2.62
2022-06-13 21:15 PDT,2.78
2022-06-13 21:30 PDT,2.95
2022-06-13 21:45 PDT,3.14
2022-06-13 22:00 PDT,3.34
2022-06-13 22:15 PDT,3.55
2022-06-13 22:30 PDT,3.75
2022-06-13 22:45 PDT,3.94
2022-06-13 23:00 PDT,4.13
2022-06-13 23:15 PDT,4.3
2022-06-13 23:30 PDT,4.45
2022-06-13 23:45 PDT,4.58
2022-06-14 00:00 PDT,4.7
2022-06-14 00:15 PDT,4.8
2022-06-14 00:30 PDT,4.89
2022-06-14 00:45 PDT,4.96
2022-06-14 01:00 PDT,5.01
2022-06-14 01:15 PDT,5.04
2022-06-14 01:30 PDT,5.06
2022-06-14 01:45 PDT,5.05
2022-06-14 02:00 PDT,5.02
2022-06-14 02:15 PDT,4.96
2022-06-14 02:30 PDT,4.87
2022-06-14 02:45 PDT,4.75
2022-06-14 03:00 PDT,4.6
2022-06-14 03:15 PDT,4.42
2022-06-14 03:30 PDT,4.22
2022-06-14 03:45 PDT,3.99
2022-06-14 04:00 PDT,3.74
2022-06-14 04:15 PDT,3.48
2022-06-14 04:30 PDT,3.21
2022-06-14 04:45 PDT,2.94
2022-06-14 05:00 PDT,2.67
2022-06-14 05:15 PDT,2.4
2022-06-14 05:30 PDT,2.15
2022-06-14 05:45 PDT,1.9
2022-06-14 06:00 PDT,1.66
2022-06-14 06:15 PDT,1.44
2022-06-14 06:30 PDT,1.22
2022-06-14 06:45 PDT,1.02
2022-06-14 07:00 PDT,0.83
2022-06-14 07:15 PDT,0.65
2022-06-14 07:30 PDT,0.5
2022-06-14 07:45 PDT,0.36
2022-06-14 08:00 PDT,0.24
2022-06-14 08:15 PDT,0.16
2022-06-14 08:30 PDT,0.1
2022-06-14 08:45 PDT,0.08
2022-06-14 09:00 PDT,0.1
2022-06-14 09:15 PDT,0.16
2022-06-14 09:30 PDT,0.25
2022-06-14 09:45 PDT,0.38
2022-06-14 10:00 PDT,0.54
2022-06-14 10:15 PDT,0.72
2022-06-14 10:30 PDT,0.92
2022-06-14 10:45 PDT,1.14
2022-06-14 11:00 PDT,1.36
2022-06-14 11:15 PDT,1.58
2022-06-14 11:30 PDT,1.81
2022-06-14 11:45 PDT,2.03
2022-06-14 12:00 PDT,2.24
2022-06-14 12:15 PDT,2.45
2022-06-14 12:30 PDT,2.65
2022-06-14 12:45 PDT,2.85
2022-06-14 13:00 PDT,3.05
2022-06-14 13:15 PDT,3.23
2022-06-14 13:30 PDT,3.42
2022-06-14 13:45 PDT,3.59
2022-06-14 14:00 PDT,3.74
2022-06-14 14:15 PDT,3.88
2022-06-14 14:30 PDT,4
2022-06-14 14:45 PDT,4.09
2022-06-14 15:00 PDT,4.15
2022-06-14 15:15 PDT,4.18
2022-06-14 15:30 PDT,4.17
2022-06-14 15:45 PDT,4.13
2022-06-14 16:00 PDT,4.06
2022-06-14 16:15 PDT,3.95
2022-06-14 16:30 PDT,3.83
2022-06-14 16:45 PDT,3.69
2022-06-14 17:00 PDT,3.54
2022-06-14 17:15 PDT,3.39
2022-06-14 17:30 PDT,3.23
2022-06-14 17:45 PDT,3.08
2022-06-14 18:00 PDT,2.95
2022-06-14 18:15 PDT,2.82
2022-06-14 18:30 PDT,2.7
2022-06-14 18:45 PDT,2.59
2022-06-14 19:00 PDT,2.5
2022-06-14 19:15 PDT,2.42
2022-06-14 19:30 PDT,2.35
2022-06-14 19:45 PDT,2.29
2022-06-14 20:00 PDT,2.25
2022-06-14 20:15 PDT,2.23
2022-06-14 20:30 PDT,2.22
2022-06-14 20:45 PDT,2.24
2022-06-14 21:00 PDT,2.29
2022-06-14 21:15 PDT,2.36
2022-06-14 21:30 PDT,2.47
2022-06-14 21:45 PDT,2.6
2022-06-14 22:00 PDT,2.75
2022-06-14 22:15 PDT,2.93
2022-06-14 22:30 PDT,3.12
2022-06-14 22:45 PDT,3.33
2022-06-14 23:00 PDT,3.54
2022-06-14 23:15 PDT,3.75
2022-06-14 23:30 PDT,3.95
2022-06-14 23:45 PDT,4.14
2022-06-15 00:00 PDT,4.32
2022-06-15 00:15 PDT,4.48
2022-06-15 00:30 PDT,4.62
2022-06-15 00:45 PDT,4.74
2022-06-15 01:00 PDT,4.85
2022-06-15 01:15 PDT,4.93
2022-06-15 01:30 PDT,5
2022-06-15 01:45 PDT,5.06
2022-06-15 02:00 PDT,5.09
2022-06-15 02:15 PDT,5.11
2022-06-15 02:30 PDT,5.1
2022-06-15 02:45 PDT,5.08
2022-06-15 03:00 PDT,5.02
2022-06-15 03:15 PDT,4.94
2022-06-15 03:30 PDT,4.82
2022-06-15 03:45 PDT,4.67
2022-06-15 04:00 PDT,4.49
2022-06-15 04:15 PDT,4.29
2022-06-15 04:30 PDT,4.06
2022-06-15 04:45 PDT,3.81
2022-06-15 05:00 PDT,3.54
2022-06-15 05:15 PDT,3.26
2022-06-15 05:30 PDT,2.98
2022-06-15 05:45 PDT,2.71
2022-06-15 06:00 PDT,2.43
2022-06-15 06:15 PDT,2.17
2022-06-15 06:30 PDT,1.91
2022-06-15 06:45 PDT,1.66
2022-06-15 07:00 PDT,1.43
2022-06-15 07:15 PDT,1.2
2022-06-15 07:30 PDT,0.99
2022-06-15 07:45 PDT,0.79
2022-06-15 08:00 PDT,0.6
2022-06-15 08:15 PDT,0.43
2022-06-15 08:30 PDT,0.28
2022-06-15 08:45 PDT,0.16
2022-06-15 09:00 PDT,0.06
2022-06-15 09:15 PDT,-0.01
2022-06-15 09:30 PDT,-0.04
2022-06-15 09:45 PDT,-0.03
2022-06-15 10:00 PDT,0.03
2022-06-15 10:15 PDT,0.11
2022-06-15 10:30 PDT,0.24
2022-06-15 10:45 PDT,0.4
2022-06-15 11:00 PDT,0.58
2022-06-15 11:15 PDT,0.79
2022-06-15 11:30 PDT,1.01
2022-06-15 11:45 PDT,1.24
2022-06-15 12:00 PDT,1.47
2022-06-15 12:15 PDT,1.7
2022-06-15 12:30 PDT,1.93
2022-06-15 12:45 PDT,2.16
2022-06-15 13:00 PDT,2.38
2022-06-15 13:15 PDT,2.59
2022-06-15 13:30 PDT,2.8
2022-06-15 13:45 PDT,3.01
2022-06-15 14:00 PDT,3.21
2022-06-15 14:15 PDT,3.4
2022-06-15 14:30 PDT,3.58
2022-06-15 14:45 PDT,3.75
2022-06-15 15:00 PDT,3.9
2022-06-15 15:15 PDT,4.03
2022-06-15 15:30 PDT,4.13
2022-06-15 15:45 PDT,4.2
2022-06-15 16:00 PDT,4.24
2022-06-15 16:15 PDT,4.24
2022-06-15 16:30 PDT,4.2
2022-06-15 16:45 PDT,4.13
2022-06-15 17:00 PDT,4.04
2022-06-15 17:15 PDT,3.92
2022-06-15 17:30 PDT,3.78
2022-06-15 17:45 PDT,3.63
2022-06-15 18:00 PDT,3.47
2022-06-15 18:15 PDT,3.31
2022-06-15 18:30 PDT,3.16
2022-06-15 18:45 PDT,3.02
2022-06-15 19:00 PDT,2.88
2022-06-15 19:15 PDT,2.76
2022-06-15 19:30 PDT,2.65
2022-06-15 19:45 PDT,2.55
2022-06-15 20:00 PDT,2.46
2022-06-15 20:15 PDT,2.38
2022-06-15 20:30 PDT,2.32
2022-06-15 20:45 PDT,2.27
2022-06-15 21:00 PDT,2.24
2022-06-15 21:15 PDT,2.22
2022-06-15 21:30 PDT,2.23
2022-06-15 21:45 PDT,2.27
2022-06-15 22:00 PDT,2.33
2022-06-15 22:15 PDT,2.42
2022-06-15 22:30 PDT,2.54
2022-06-15 22:45 PDT,2.69
2022-06-15 23:00 PDT,2.86
2022-06-15 23:15 PDT,3.05
2022-06-15 23:30 PDT,3.25
2022-06-15 23:45 PDT,3.46
2022-06-16 00:00 PDT,3.67
2022-06-16 00:15 PDT,3.87
2022-06-16 00:30 PDT,4.06
2022-06-16 00:45 PDT,4.24
2022-06-16 01:00 PDT,4.4
2022-06-16 01:15 PDT,4.54
2022-06-16 01:30 PDT,4.66
2022-06-16 01:45 PDT,4.77
2022-06-16 02:00 PDT,4.86
2022-06-16 02:15 PDT,4.93
2022-06-16 02:30 PDT,4.98
2022-06-16 02:45 PDT,5.03
2022-06-16 03:00 PDT,5.05
2022-06-16 03:15 PDT,5.05
2022-06-16 03:30 PDT,5.03
2022-06-16 03:45 PDT,4.98
2022-06-16 04:00 PDT,4.91
2022-06-16 04:15 PDT,4.81
2022-06-16 04:30 PDT,4.67
2022-06-16 04:45 PDT,4.51
2022-06-16 05:00 PDT,4.31
2022-06-16 05:15 PDT,4.09
2022-06-16 05:30 PDT,3.85
2022-06-16 05:45 PDT,3.59
2022-06-16 06:00 PDT,3.33
2022-06-16 06:15 PDT,3.05
2022-06-16 06:30 PDT,2.78
2022-06-16 06:45 PDT,2.51
2022-06-16 07:00 PDT,2.24
2022-06-16 07:15 PDT,1.98
2022-06-16 07:30 PDT,1.74
2022-06-16 07:45 PDT,1.5
2022-06-16 08:00 PDT,1.27
2022-06-16 08:15 PDT,1.06
2022-06-16 08:30 PDT,0.85
2022-06-16 08:45 PDT,0.66
2022-06-16 09:00 PDT,0.49
2022-06-16 09:15 PDT,0.33
2022-06-16 09:30 PDT,0.2
2022-06-16 09:45 PDT,0.1
2022-06-16 10:00 PDT,0.03
2022-06-16 10:15 PDT,-0.01
2022-06-16 10:30 PDT,-0.01
2022-06-16 10:45 PDT,0.03
2022-06-16 11:00 PDT,0.11
2022-06-16 11:15 PDT,0.23
2022-06-16 11:30 PDT,0.38
2022-06-16 11:45 PDT,0.55
2022-06-16 12:00 PDT,0.75
2022-06-16 12:15 PDT,0.97
2022-06-16 12:30 PDT,1.2
2022-06-16 12:45 PDT,1.43
2022-06-16 13:00 PDT,1.66
2022-06-16 13:15 PDT,1.89
2022-06-16 13:30 PDT,2.11
2022-06-16 13:45 PDT,2.33
2022-06-16 14:00 PDT,2.55
2022-06-16 14:15 PDT,2.76
2022-06-16 14:30 PDT,2.96
2022-06-16 14:45 PDT,3.16
2022-06-16 15:00 PDT,3.36
2022-06-16 15:15 PDT,3.54
2022-06-16 15:30 PDT,3.72
2022-06-16 15:45 PDT,3.87
2022-06-16 16:00 PDT,4.01
2022-06-16 16:15 PDT,4.12
2022-06-16 16:30 PDT,4.19
2022-06-16 16:45 PDT,4.24
2022-06-16 17:00 PDT,4.25
2022-06-16 17:15 PDT,4.23
2022-06-16 17:30 PDT,4.17
2022-06-16 17:45 PDT,4.08
2022-06-16 18:00 PDT,3.97
2022-06-16 18:15 PDT,3.84
2022-06-16 18:30 PDT,3.69
2022-06-16 18:45 PDT,3.54
2022-06-16 19:00 PDT,3.39
2022-06-16 19:15 PDT,3.24
2022-06-16 19:30 PDT,3.1
2022-06-16 19:45 PDT,2.96
2022-06-16 20:00 PDT,2.84
2022-06-16 20:15 PDT,2.72
2022-06-16 20:30 PDT,2.62
2022-06-16 20:45 PDT,2.52
2022-06-16 21:00 PDT,2.44
2022-06-16 21:15 PDT,2.37
2022-06-16 21:30 PDT,2.31
2022-06-16 21:45 PDT,2.27
2022-06-16 22:00 PDT,2.24
2022-06-16 22:15 PDT,2.24
2022-06-16 22:30 PDT,2.26
2022-06-16 22:45 PDT,2.3
2022-06-16 23:00 PDT,2.38
2022-06-16 23:15 PDT,2.48
2022-06-16 23:30 PDT,2.61
2022-06-16 23:45 PDT,2.76
2022-06-17 00:00 PDT,2.93
2022-06-17 00:15 PDT,3.11
2022-06-17 00:30 PDT,3.31
2022-06-17 00:45 PDT,3.5
2022-06-17 01:00 PDT,3.69
2022-06-17 01:15 PDT,3.87
2022-06-17 01:30 PDT,4.04
2022-06-17 01:45 PDT,4.2
2022-06-17 02:00 PDT,4.34
2022-06-17 02:15 PDT,4.46
2022-06-17 02:30 PDT,4.57
2022-06-17 02:45 PDT,4.66
2022-06-17 03:00 PDT,4.73
2022-06-17 03:15 PDT,4.79
2022-06-17 03:30 PDT,4.84
2022-06-17 03:45 PDT,4.87
2022-06-17 04:00 PDT,4.88
2022-06-17 04:15 PDT,4.87
2022-06-17 04:30 PDT,4.84
2022-06-17 04:45 PDT,4.78
2022-06-17 05:00 PDT,4.7
2022-06-17 05:15 PDT,4.58
2022-06-17 05:30 PDT,4.44
2022-06-17 05:45 PDT,4.27
2022-06-17 06:00 PDT,4.07
2022-06-17 06:15 PDT,3.85
2022-06-17 06:30 PDT,3.62
2022-06-17 06:45 PDT,3.37
2022-06-17 07:00 PDT,3.11
2022-06-17 07:15 PDT,2.85
2022-06-17 07:30 PDT,2.6
2022-06-17 07:45 PDT,2.34
2022-06-17 08:00 PDT,2.1
2022-06-17 08:15 PDT,1.86
2022-06-17 08:30 PDT,1.63
2022-06-17 08:45 PDT,1.41
2022-06-17 09:00 PDT,1.2
2022-06-17 09:15 PDT,1
2022-06-17 09:30 PDT,0.82
2022-06-17 09:45 PDT,0.65
2022-06-17 10:00 PDT,0.5
2022-06-17 10:15 PDT,0.37
2022-06-17 10:30 PDT,0.26
2022-06-17 10:45 PDT,0.19
2022-06-17 11:00 PDT,0.14
2022-06-17 11:15 PDT,0.14
2022-06-17 11:30 PDT,0.17
2022-06-17 11:45 PDT,0.24
2022-06-17 12:00 PDT,0.34
2022-06-17 12:15 PDT,0.47
2022-06-17 12:30 PDT,0.63
2022-06-17 12:45 PDT,0.82
2022-06-17 13:00 PDT,1.02
2022-06-17 13:15 PDT,1.23
2022-06-17 13:30 PDT,1.45
2022-06-17 13:45 PDT,1.67
2022-06-17 14:00 PDT,1.89
2022-06-17 14:15 PDT,2.1
2022-06-17 14:30 PDT,2.31
2022-06-17 14:45 PDT,2.52
2022-06-17 15:00 PDT,2.73
2022-06-17 15:15 PDT,2.93
2022-06-17 15:30 PDT,3.12
2022-06-17 15:45 PDT,3.31
2022-06-17 16:00 PDT,3.49
2022-06-17 16:15 PDT,3.66
2022-06-17 16:30 PDT,3.82
2022-06-17 16:45 PDT,3.96
2022-06-17 17:00 PDT,4.07
2022-06-17 17:15 PDT,4.16
2022-06-17 17:30 PDT,4.21
2022-06-17 17:45 PDT,4.23
2022-06-17 18:00 PDT,4.22
2022-06-17 18:15 PDT,4.18
2022-06-17 18:30 PDT,4.11
2022-06-17 18:45 PDT,4.01
2022-06-17 19:00 PDT,3.89
2022-06-17 19:15 PDT,3.76
2022-06-17 19:30 PDT,3.62
2022-06-17 19:45 PDT,3.48
2022-06-17 20:00 PDT,3.34
2022-06-17 20:15 PDT,3.2
2022-06-17 20:30 PDT,3.07
2022-06-17 20:45 PDT,2.94
2022-06-17 21:00 PDT,2.83
2022-06-17 21:15 PDT,2.72
2022-06-17 21:30 PDT,2.62
2022-06-17 21:45 PDT,2.54
2022-06-17 22:00 PDT,2.46
2022-06-17 22:15 PDT,2.39
2022-06-17 22:30 PDT,2.33
2022-06-17 22:45 PDT,2.29
2022-06-17 23:00 PDT,2.27
2022-06-17 23:15 PDT,2.27
2022-06-17 23:30 PDT,2.29
2022-06-17 23:45 PDT,2.34
2022-06-18 00:00 PDT,2.41
2022-06-18 00:15 PDT,2.51
2022-06-18 00:30 PDT,2.63
2022-06-18 00:45 PDT,2.78
2022-06-18 01:00 PDT,2.93
2022-06-18 01:15 PDT,3.1
2022-06-18 01:30 PDT,3.27
2022-06-18 01:45 PDT,3.44
2022-06-18 02:00 PDT,3.61
2022-06-18 02:15 PDT,3.77
2022-06-18 02:30 PDT,3.91
2022-06-18 02:45 PDT,4.04
2022-06-18 03:00 PDT,4.16
2022-06-18 03:15 PDT,4.26
2022-06-18 03:30 PDT,4.36
2022-06-18 03:45 PDT,4.43
2022-06-18 04:00 PDT,4.5
2022-06-18 04:15 PDT,4.55
2022-06-18 04:30 PDT,4.59
2022-06-18 04:45 PDT,4.61
2022-06-18 05:00 PDT,4.61
2022-06-18 05:15 PDT,4.6
2022-06-18 05:30 PDT,4.56
2022-06-18 05:45 PDT,4.5
2022-06-18 06:00 PDT,4.41
2022-06-18 06:15 PDT,4.29
2022-06-18 06:30 PDT,4.15
2022-06-18 06:45 PDT,3.99
2022-06-18 07:00 PDT,3.8
2022-06-18 07:15 PDT,3.6
2022-06-18 07:30 PDT,3.38
2022-06-18 07:45 PDT,3.15
2022-06-18 08:00 PDT,2.92
2022-06-18 08:15 PDT,2.68
2022-06-18 08:30 PDT,2.45
2022-06-18 08:45 PDT,2.23
2022-06-18 09:00 PDT,2.01
2022-06-18 09:15 PDT,1.8
2022-06-18 09:30 PDT,1.6
2022-06-18 09:45 PDT,1.4
2022-06-18 10:00 PDT,1.22
2022-06-18 10:15 PDT,1.05
2022-06-18 10:30 PDT,0.89
2022-06-18 10:45 PDT,0.75
2022-06-18 11:00 PDT,0.63
2022-06-18 11:15 PDT,0.53
2022-06-18 11:30 PDT,0.45
2022-06-18 11:45 PDT,0.41
2022-06-18 12:00 PDT,0.4
2022-06-18 12:15 PDT,0.42
2022-06-18 12:30 PDT,0.47
2022-06-18 12:45 PDT,0.55
2022-06-18 13:00 PDT,0.67
2022-06-18 13:15 PDT,0.81
2022-06-18 13:30 PDT,0.97
2022-06-18 13:45 PDT,1.15
