Date and time (PDT),Metres
2022-08-01T04:24:00,4.2
2022-08-01T11:04:00,1
2022-08-01T17:39:00,4.1
2022-08-01T23:27:00,2.1
2022-08-02T05:08:00,4
2022-08-02T11:34:00,1.2
2022-08-02T18:12:00,4.1
2022-08-03T00:17:00,2
2022-08-03T05:55:00,3.7
2022-08-03T12:05:00,1.5
2022-08-03T18:46:00,4.2
2022-08-04T01:11:00,1.9
2022-08-04T06:50:00,3.5
2022-08-04T12:38:00,1.8
2022-08-04T19:23:00,4.2
2022-08-05T02:12:00,1.8
2022-08-05T08:03:00,3.3
2022-08-05T13:19:00,2.2
2022-08-05T20:04:00,4.2
2022-08-06T03:18:00,1.6
2022-08-06T09:39:00,3.1
2022-08-06T14:19:00,2.5
2022-08-06T20:56:00,4.3
2022-08-07T04:26:00,1.3
2022-08-07T11:16:00,3.3
2022-08-07T15:41:00,2.7
2022-08-07T21:57:00,4.4
2022-08-08T05:34:00,1
2022-08-08T12:29:00,3.5
2022-08-08T17:05:00,2.7
2022-08-08T23:02:00,4.5
2022-08-09T06:37:00,0.7
2022-08-09T13:23:00,3.8
2022-08-09T18:17:00,2.5
2022-08-10T00:07:00,4.7
2022-08-10T07:32:00,0.4
2022-08-10T14:09:00,4
2022-08-10T19:19:00,2.3
2022-08-11T01:11:00,4.8
2022-08-11T08:20:00,0.2
2022-08-11T14:51:00,4.3
2022-08-11T20:13:00,2
2022-08-12T02:10:00,4.9
2022-08-12T09:04:00,0.1
2022-08-12T15:32:00,4.4
2022-08-12T21:04:00,1.8
2022-08-13T03:04:00,4.9
2022-08-13T09:45:00,0.2
2022-08-13T16:12:00,4.6
2022-08-13T21:53:00,1.6
2022-08-14T03:53:00,4.8
2022-08-14T10:23:00,0.4
2022-08-14T16:50:00,4.6
2022-08-14T22:42:00,1.5
2022-08-15T04:40:00,4.5
2022-08-15T10:59:00,0.8
2022-08-15T17:28:00,4.6
2022-08-15T23:31:00,1.5
2022-08-16T05:27:00,4.2
2022-08-16T11:34:00,1.2
2022-08-16T18:05:00,4.5
2022-08-17T00:23:00,1.5
2022-08-17T06:15:00,3.8
2022-08-17T12:07:00,1.7
2022-08-17T18:42:00,4.3
2022-08-18T01:18:00,1.6
2022-08-18T07:12:00,3.4
2022-08-18T12:39:00,2.2
2022-08-18T19:19:00,4.2
2022-08-19T02:21:00,1.7
2022-08-19T08:34:00,3.2
2022-08-19T13:16:00,2.6
2022-08-19T20:01:00,4
2022-08-20T03:32:00,1.7
2022-08-20T10:35:00,3.1
2022-08-20T14:16:00,2.9
2022-08-20T20:56:00,3.9
2022-08-21T04:47:00,1.6
2022-08-21T12:05:00,3.3
2022-08-21T16:12:00,3
2022-08-21T22:03:00,3.9
2022-08-22T05:54:00,1.4
2022-08-22T12:56:00,3.4
2022-08-22T17:40:00,2.9
2022-08-22T23:09:00,3.9
2022-08-23T06:46:00,1.2
2022-08-23T13:32:00,3.6
2022-08-23T18:33:00,2.7
2022-08-24T00:05:00,4
2022-08-24T07:28:00,1.1
2022-08-24T14:03:00,3.7
2022-08-24T19:13:00,2.5
2022-08-25T00:53:00,4.1
2022-08-25T08:02:00,0.9
2022-08-25T14:32:00,3.9
2022-08-25T19:50:00,2.3
2022-08-26T01:36:00,4.2
2022-08-26T08:33:00,0.9
2022-08-26T14:59:00,4
2022-08-26T20:26:00,2.1
2022-08-27T02:17:00,4.3
2022-08-27T09:02:00,0.8
2022-08-27T15:27:00,4.1
2022-08-27T21:03:00,1.9
2022-08-28T02:58:00,4.4
2022-08-28T09:31:00,0.9
2022-08-28T15:56:00,4.2
2022-08-28T21:42:00,1.8
2022-08-29T03:38:00,4.3
2022-08-29T09:59:00,1
2022-08-29T16:25:00,4.3
2022-08-29T22:23:00,1.6
2022-08-30T04:19:00,4.2
2022-08-30T10:28:00,1.2
2022-08-30T16:54:00,4.4
2022-08-30T23:05:00,1.5
2022-08-31T05:03:00,4
2022-08-31T10:57:00,1.5
2022-08-31T17:24:00,4.4
2022-08-31T23:51:00,1.5
2022-09-01T05:50:00,3.8
2022-09-01T11:27:00,1.8
2022-09-01T17:54:00,4.4
2022-09-02T00:41:00,1.4
2022-09-02T06:45:00,3.5
2022-09-02T11:59:00,2.1
2022-09-02T18:28:00,4.3
2022-09-03T01:40:00,1.4
2022-09-03T07:59:00,3.3
2022-09-03T12:42:00,2.5
2022-09-03T19:13:00,4.2
2022-09-04T02:48:00,1.4
2022-09-04T09:39:00,3.2
2022-09-04T13:57:00,2.8
2022-09-04T20:17:00,4.1
2022-09-05T04:05:00,1.2
2022-09-05T11:14:00,3.4
2022-09-05T15:46:00,2.8
2022-09-05T21:38:00,4.2
2022-09-06T05:20:00,1
2022-09-06T12:18:00,3.6
2022-09-06T17:16:00,2.7
2022-09-06T22:59:00,4.3
2022-09-07T06:23:00,0.8
2022-09-07T13:06:00,3.9
2022-09-07T18:22:00,2.3
2022-09-08T00:13:00,4.5
2022-09-08T07:14:00,0.5
2022-09-08T13:46:00,4.2
2022-09-08T19:16:00,2
2022-09-09T01:15:00,4.7
2022-09-09T07:58:00,0.4
2022-09-09T14:25:00,4.5
2022-09-09T20:05:00,1.6
2022-09-10T02:08:00,4.8
2022-09-10T08:38:00,0.5
2022-09-10T15:01:00,4.7
2022-09-10T20:51:00,1.3
2022-09-11T02:57:00,4.7
2022-09-11T09:15:00,0.6
2022-09-11T15:37:00,4.8
2022-09-11T21:36:00,1.1
2022-09-12T03:42:00,4.6
2022-09-12T09:50:00,0.9
2022-09-12T16:11:00,4.8
2022-09-12T22:20:00,1.1
2022-09-13T04:26:00,4.4
2022-09-13T10:23:00,1.3
2022-09-13T16:43:00,4.7
2022-09-13T23:04:00,1.1
2022-09-14T05:09:00,4.1
2022-09-14T10:53:00,1.7
2022-09-14T17:13:00,4.5
2022-09-14T23:49:00,1.2
2022-09-15T05:55:00,3.8
2022-09-15T11:21:00,2.1
2022-09-15T17:41:00,4.3
2022-09-16T00:37:00,1.4
2022-09-16T06:48:00,3.5
2022-09-16T11:49:00,2.5
2022-09-16T18:11:00,4.1
2022-09-17T01:32:00,1.6
2022-09-17T08:05:00,3.2
2022-09-17T12:24:00,2.8
2022-09-17T18:49:00,3.9
2022-09-18T02:41:00,1.7
2022-09-18T10:16:00,3.2
2022-09-18T13:26:00,3
2022-09-18T19:46:00,3.7
2022-09-19T04:04:00,1.7
2022-09-19T11:41:00,3.4
2022-09-19T16:13:00,3.1
2022-09-19T21:07:00,3.6
2022-09-20T05:19:00,1.6
2022-09-20T12:25:00,3.5
2022-09-20T17:34:00,2.9
2022-09-20T22:37:00,3.7
2022-09-21T06:12:00,1.4
2022-09-21T12:57:00,3.7
2022-09-21T18:18:00,2.6
2022-09-21T23:48:00,3.8
2022-09-22T06:51:00,1.3
2022-09-22T13:24:00,3.9
2022-09-22T18:55:00,2.3
2022-09-23T00:40:00,4
2022-09-23T07:24:00,1.2
2022-09-23T13:50:00,4
2022-09-23T19:30:00,2
2022-09-24T01:24:00,4.1
2022-09-24T07:54:00,1.1
2022-09-24T14:16:00,4.2
2022-09-24T20:05:00,1.7
2022-09-25T02:06:00,4.3
2022-09-25T08:23:00,1.1
2022-09-25T14:43:00,4.4
2022-09-25T20:42:00,1.4
2022-09-26T02:47:00,4.3
2022-09-26T08:52:00,1.2
2022-09-26T15:10:00,4.5
2022-09-26T21:20:00,1.2
2022-09-27T03:28:00,4.3
2022-09-27T09:22:00,1.3
2022-09-27T15:38:00,4.6
2022-09-27T22:00:00,1
2022-09-28T04:11:00,4.3
2022-09-28T09:53:00,1.6
2022-09-28T16:07:00,4.7
2022-09-28T22:42:00,0.9
2022-09-29T04:56:00,4.1
2022-09-29T10:24:00,1.9
2022-09-29T16:35:00,4.6
2022-09-29T23:27:00,0.9
2022-09-30T05:45:00,3.9
2022-09-30T10:57:00,2.2
2022-09-30T17:06:00,4.5
2022-10-01T00:17:00,1
2022-10-01T06:44:00,3.6
2022-10-01T11:37:00,2.5
2022-10-01T17:43:00,4.4
2022-10-02T01:15:00,1.1
2022-10-02T08:00:00,3.5
2022-10-02T12:34:00,2.8
2022-10-02T18:38:00,4.2
2022-10-03T02:25:00,1.2
2022-10-03T09:35:00,3.5
2022-10-03T14:16:00,2.9
2022-10-03T19:59:00,4
2022-10-04T03:46:00,1.2
2022-10-04T10:55:00,3.6
2022-10-04T16:07:00,2.8
2022-10-04T21:38:00,4
2022-10-05T05:00:00,1.1
2022-10-05T11:52:00,3.9
2022-10-05T17:22:00,2.4
2022-10-05T23:06:00,4.1
2022-10-06T05:59:00,1
2022-10-06T12:36:00,4.2
2022-10-06T18:18:00,2
2022-10-07T00:15:00,4.3
2022-10-07T06:47:00,0.9
2022-10-07T13:14:00,4.5
2022-10-07T19:06:00,1.6
2022-10-08T01:12:00,4.4
2022-10-08T07:29:00,0.9
2022-10-08T13:51:00,4.7
2022-10-08T19:50:00,1.2
2022-10-09T02:01:00,4.5
2022-10-09T08:07:00,1.1
2022-10-09T14:25:00,4.8
2022-10-09T20:33:00,0.9
2022-10-10T02:47:00,4.5
2022-10-10T08:42:00,1.3
2022-10-10T14:57:00,4.9
2022-10-10T21:15:00,0.8
2022-10-11T03:30:00,4.4
2022-10-11T09:15:00,1.6
2022-10-11T15:27:00,4.8
2022-10-11T21:55:00,0.8
2022-10-12T04:11:00,4.3
2022-10-12T09:46:00,1.9
2022-10-12T15:55:00,4.7
2022-10-12T22:36:00,0.8
2022-10-13T04:53:00,4.1
2022-10-13T10:15:00,2.2
2022-10-13T16:19:00,4.5
2022-10-13T23:16:00,1
2022-10-14T05:38:00,3.8
2022-10-14T10:43:00,2.5
2022-10-14T16:43:00,4.3
2022-10-14T23:59:00,1.2
2022-10-15T06:29:00,3.6
2022-10-15T11:14:00,2.8
2022-10-15T17:11:00,4.1
2022-10-16T00:47:00,1.4
2022-10-16T07:37:00,3.4
2022-10-16T11:54:00,3
2022-10-16T17:50:00,3.8
2022-10-17T01:45:00,1.6
2022-10-17T09:21:00,3.4
2022-10-17T13:08:00,3.1
2022-10-17T18:50:00,3.6
2022-10-18T02:58:00,1.7
2022-10-18T10:46:00,3.5
2022-10-18T15:55:00,3.1
2022-10-18T20:14:00,3.5
2022-10-19T04:14:00,1.7
2022-10-19T11:32:00,3.6
2022-10-19T17:07:00,2.8
2022-10-19T21:53:00,3.5
2022-10-20T05:13:00,1.7
2022-10-20T12:05:00,3.8
2022-10-20T17:50:00,2.4
2022-10-20T23:19:00,3.6
2022-10-21T05:57:00,1.6
2022-10-21T12:32:00,4
2022-10-21T18:27:00,2.1
2022-10-22T00:18:00,3.8
2022-10-22T06:33:00,1.5
2022-10-22T12:58:00,4.2
2022-10-22T19:03:00,1.7
2022-10-23T01:06:00,4
2022-10-23T07:06:00,1.5
2022-10-23T13:25:00,4.4
2022-10-23T19:39:00,1.3
2022-10-24T01:51:00,4.2
2022-10-24T07:39:00,1.6
2022-10-24T13:53:00,4.6
2022-10-24T20:17:00,1
2022-10-25T02:34:00,4.3
2022-10-25T08:12:00,1.7
2022-10-25T14:22:00,4.8
2022-10-25T20:57:00,0.7
2022-10-26T03:17:00,4.3
2022-10-26T08:46:00,1.8
2022-10-26T14:51:00,4.9
2022-10-26T21:38:00,0.5
2022-10-27T04:02:00,4.3
2022-10-27T09:22:00,2
2022-10-27T15:22:00,4.9
2022-10-27T22:22:00,0.5
2022-10-28T04:49:00,4.2
2022-10-28T09:59:00,2.2
2022-10-28T15:55:00,4.8
2022-10-28T23:08:00,0.5
2022-10-29T05:40:00,4
2022-10-29T10:42:00,2.4
2022-10-29T16:34:00,4.7
2022-10-29T23:59:00,0.7
2022-10-30T06:41:00,3.9
2022-10-30T11:35:00,2.7
2022-10-30T17:21:00,4.4
2022-10-31T00:56:00,0.9
2022-10-31T07:53:00,3.8
2022-10-31T12:51:00,2.8
2022-10-31T18:26:00,4.1
2022-11-01T02:04:00,1.1
2022-11-01T09:11:00,3.8
2022-11-01T14:35:00,2.8
2022-11-01T19:57:00,3.9
2022-11-02T03:18:00,1.3
2022-11-02T10:19:00,4
2022-11-02T16:04:00,2.5
2022-11-02T21:38:00,3.8
2022-11-03T04:27:00,1.3
2022-11-03T11:13:00,4.2
2022-11-03T17:10:00,2.1
2022-11-03T23:02:00,3.9
2022-11-04T05:25:00,1.4
2022-11-04T11:58:00,4.4
2022-11-04T18:03:00,1.7
2022-11-05T00:09:00,4
2022-11-05T06:13:00,1.5
2022-11-05T12:37:00,4.6
2022-11-05T18:49:00,1.3
2022-11-06T01:05:00,4.1
2022-11-06T06:56:00,1.6
2022-11-06T13:13:00,4.8
2022-11-06T19:33:00,0.9
2022-11-07T01:53:00,4.2
2022-11-07T07:34:00,1.8
2022-11-07T13:46:00,4.9
2022-11-07T20:14:00,0.7
2022-11-08T02:37:00,4.3
2022-11-08T08:10:00,2
2022-11-08T14:16:00,4.9
2022-11-08T20:54:00,0.6
2022-11-09T03:19:00,4.3
2022-11-09T08:44:00,2.2
2022-11-09T14:44:00,4.8
2022-11-09T21:33:00,0.6
2022-11-10T03:59:00,4.2
2022-11-10T09:15:00,2.4
2022-11-10T15:08:00,4.7
2022-11-10T22:12:00,0.7
2022-11-11T04:41:00,4.1
2022-11-11T09:45:00,2.6
2022-11-11T15:32:00,4.5
2022-11-11T22:50:00,0.9
2022-11-12T05:24:00,3.9
2022-11-12T10:17:00,2.7
2022-11-12T15:58:00,4.3
2022-11-12T23:29:00,1.1
2022-11-13T06:11:00,3.8
2022-11-13T10:53:00,2.9
2022-11-13T16:30:00,4.1
2022-11-14T00:11:00,1.3
2022-11-14T07:06:00,3.6
2022-11-14T11:42:00,3
2022-11-14T17:12:00,3.9
2022-11-15T00:57:00,1.5
2022-11-15T08:12:00,3.6
2022-11-15T12:59:00,3.1
2022-11-15T18:10:00,3.6
2022-11-16T01:51:00,1.7
2022-11-16T09:19:00,3.6
2022-11-16T14:56:00,3
2022-11-16T19:28:00,3.4
2022-11-17T02:52:00,1.8
2022-11-17T10:13:00,3.8
2022-11-17T16:18:00,2.7
2022-11-17T21:01:00,3.3
2022-11-18T03:52:00,1.9
2022-11-18T10:53:00,4
2022-11-18T17:09:00,2.3
2022-11-18T22:37:00,3.4
2022-11-19T04:46:00,1.9
2022-11-19T11:28:00,4.2
2022-11-19T17:52:00,1.9
2022-11-19T23:51:00,3.6
2022-11-20T05:32:00,2
2022-11-20T11:59:00,4.4
2022-11-20T18:32:00,1.5
2022-11-21T00:47:00,3.8
2022-11-21T06:14:00,2
2022-11-21T12:31:00,4.6
2022-11-21T19:13:00,1
2022-11-22T01:35:00,4
2022-11-22T06:55:00,2.1
2022-11-22T13:03:00,4.9
2022-11-22T19:54:00,0.7
2022-11-23T02:22:00,4.2
2022-11-23T07:35:00,2.1
2022-11-23T13:36:00,5
2022-11-23T20:37:00,0.4
2022-11-24T03:07:00,4.3
2022-11-24T08:17:00,2.2
2022-11-24T14:12:00,5.1
2022-11-24T21:21:00,0.2
2022-11-25T03:53:00,4.3
2022-11-25T09:00:00,2.3
2022-11-25T14:51:00,5.1
2022-11-25T22:07:00,0.2
2022-11-26T04:42:00,4.3
2022-11-26T09:47:00,2.4
2022-11-26T15:34:00,5
2022-11-26T22:54:00,0.3
2022-11-27T05:33:00,4.2
2022-11-27T10:39:00,2.5
2022-11-27T16:23:00,4.8
2022-11-27T23:44:00,0.5
2022-11-28T06:30:00,4.1
2022-11-28T11:41:00,2.6
2022-11-28T17:19:00,4.5
2022-11-29T00:38:00,0.8
2022-11-29T07:31:00,4.1
2022-11-29T12:57:00,2.7
2022-11-29T18:27:00,4.1
2022-11-30T01:36:00,1.1
2022-11-30T08:33:00,4.2
2022-11-30T14:23:00,2.5
2022-11-30T19:49:00,3.8
2022-12-01T02:38:00,1.4
2022-12-01T09:34:00,4.3
2022-12-01T15:42:00,2.3
2022-12-01T21:21:00,3.6
2022-12-02T03:41:00,1.7
2022-12-02T10:27:00,4.4
2022-12-02T16:47:00,1.9
2022-12-02T22:48:00,3.6
2022-12-03T04:41:00,1.9
2022-12-03T11:15:00,4.6
2022-12-03T17:42:00,1.5
2022-12-04T00:00:00,3.7
2022-12-04T05:34:00,2.1
2022-12-04T11:56:00,4.7
2022-12-04T18:31:00,1.2
2022-12-05T00:58:00,3.9
2022-12-05T06:22:00,2.3
2022-12-05T12:34:00,4.8
2022-12-05T19:16:00,0.9
2022-12-06T01:47:00,4
2022-12-06T07:05:00,2.4
2022-12-06T13:09:00,4.8
2022-12-06T19:58:00,0.7
2022-12-07T02:31:00,4.1
2022-12-07T07:44:00,2.5
2022-12-07T13:40:00,4.8
2022-12-07T20:39:00,0.7
2022-12-08T03:12:00,4.2
2022-12-08T08:20:00,2.6
2022-12-08T14:08:00,4.7
2022-12-08T21:17:00,0.7
2022-12-09T03:51:00,4.2
2022-12-09T08:54:00,2.7
2022-12-09T14:35:00,4.6
2022-12-09T21:54:00,0.7
2022-12-10T04:29:00,4.1
2022-12-10T09:27:00,2.7
2022-12-10T15:03:00,4.5
2022-12-10T22:30:00,0.8
2022-12-11T05:09:00,4
2022-12-11T10:03:00,2.8
2022-12-11T15:34:00,4.4
2022-12-11T23:05:00,1
2022-12-12T05:49:00,3.9
2022-12-12T10:44:00,2.8
2022-12-12T16:11:00,4.2
2022-12-12T23:41:00,1.1
2022-12-13T06:32:00,3.9
2022-12-13T11:35:00,2.9
2022-12-13T16:54:00,4
2022-12-14T00:18:00,1.3
2022-12-14T07:17:00,3.9
2022-12-14T12:41:00,2.9
2022-12-14T17:47:00,3.7
2022-12-15T00:58:00,1.6
2022-12-15T08:04:00,3.9
2022-12-15T13:59:00,2.8
2022-12-15T18:52:00,3.5
2022-12-16T01:43:00,1.8
2022-12-16T08:51:00,4
2022-12-16T15:15:00,2.5
2022-12-16T20:13:00,3.3
2022-12-17T02:35:00,2
2022-12-17T09:36:00,4.1
2022-12-17T16:18:00,2.2
2022-12-17T21:52:00,3.3
2022-12-18T03:32:00,2.2
2022-12-18T10:18:00,4.3
2022-12-18T17:11:00,1.8
2022-12-18T23:22:00,3.4
2022-12-19T04:29:00,2.3
2022-12-19T10:58:00,4.5
2022-12-19T18:00:00,1.3
2022-12-20T00:29:00,3.6
2022-12-20T05:25:00,2.4
2022-12-20T11:38:00,4.7
2022-12-20T18:47:00,0.9
2022-12-21T01:23:00,3.9
2022-12-21T06:17:00,2.5
2022-12-21T12:19:00,5
2022-12-21T19:34:00,0.5
2022-12-22T02:12:00,4.1
2022-12-22T07:08:00,2.5
2022-12-22T13:03:00,5.1
2022-12-22T20:22:00,0.2
2022-12-23T02:59:00,4.3
2022-12-23T07:59:00,2.4
2022-12-23T13:49:00,5.2
2022-12-23T21:09:00,0.1
2022-12-24T03:45:00,4.4
2022-12-24T08:50:00,2.4
2022-12-24T14:39:00,5.2
2022-12-24T21:55:00,0
2022-12-25T04:31:00,4.4
2022-12-25T09:43:00,2.3
2022-12-25T15:31:00,5.1
2022-12-25T22:42:00,0.1
2022-12-26T05:19:00,4.5
2022-12-26T10:39:00,2.3
2022-12-26T16:25:00,4.9
2022-12-26T23:27:00,0.4
2022-12-27T06:07:00,4.5
2022-12-27T11:39:00,2.3
2022-12-27T17:21:00,4.6
2022-12-28T00:13:00,0.7
2022-12-28T06:57:00,4.5
2022-12-28T12:44:00,2.3
2022-12-28T18:21:00,4.2
2022-12-29T01:00:00,1.1
2022-12-29T07:49:00,4.5
2022-12-29T13:55:00,2.2
2022-12-29T19:29:00,3.8
2022-12-30T01:50:00,1.6
2022-12-30T08:41:00,4.5
2022-12-30T15:08:00,2
2022-12-30T20:54:00,3.5
2022-12-31T02:45:00,2
2022-12-31T09:35:00,4.5
2022-12-31T16:16:00,1.8
2022-12-31T22:30:00,3.4
