Date,predictions(m)
2022-05-15 07:30 PDT,0.68
2022-05-15 07:45 PDT,0.59
2022-05-15 08:00 PDT,0.54
2022-05-15 08:15 PDT,0.52
2022-05-15 08:30 PDT,0.54
2022-05-15 08:45 PDT,0.59
2022-05-15 09:00 PDT,0.68
2022-05-15 09:15 PDT,0.8
2022-05-15 09:30 PDT,0.96
2022-05-15 09:45 PDT,1.14
2022-05-15 10:00 PDT,1.34
2022-05-15 10:15 PDT,1.55
2022-05-15 10:30 PDT,1.77
2022-05-15 10:45 PDT,1.99
2022-05-15 11:00 PDT,2.2
2022-05-15 11:15 PDT,2.41
2022-05-15 11:30 PDT,2.61
2022-05-15 11:45 PDT,2.8
2022-05-15 12:00 PDT,2.98
2022-05-15 12:15 PDT,3.15
2022-05-15 12:30 PDT,3.32
2022-05-15 12:45 PDT,3.47
2022-05-15 13:00 PDT,3.63
2022-05-15 13:15 PDT,3.77
2022-05-15 13:30 PDT,3.89
2022-05-15 13:45 PDT,4.01
2022-05-15 14:00 PDT,4.1
2022-05-15 14:15 PDT,4.17
2022-05-15 14:30 PDT,4.21
2022-05-15 14:45 PDT,4.21
2022-05-15 15:00 PDT,4.18
2022-05-15 15:15 PDT,4.12
2022-05-15 15:30 PDT,4.03
2022-05-15 15:45 PDT,3.91
2022-05-15 16:00 PDT,3.77
2022-05-15 16:15 PDT,3.61
2022-05-15 16:30 PDT,3.43
2022-05-15 16:45 PDT,3.26
2022-05-15 17:00 PDT,3.08
2022-05-15 17:15 PDT,2.91
2022-05-15 17:30 PDT,2.75
2022-05-15 17:45 PDT,2.6
2022-05-15 18:00 PDT,2.46
2022-05-15 18:15 PDT,2.34
2022-05-15 18:30 PDT,2.23
2022-05-15 18:45 PDT,2.13
2022-05-15 19:00 PDT,2.04
2022-05-15 19:15 PDT,1.97
2022-05-15 19:30 PDT,1.92
2022-05-15 19:45 PDT,1.88
2022-05-15 20:00 PDT,1.87
2022-05-15 20:15 PDT,1.88
2022-05-15 20:30 PDT,1.91
2022-05-15 20:45 PDT,1.98
2022-05-15 21:00 PDT,2.08
2022-05-15 21:15 PDT,2.2
2022-05-15 21:30 PDT,2.36
2022-05-15 21:45 PDT,2.53
2022-05-15 22:00 PDT,2.73
2022-05-15 22:15 PDT,2.94
2022-05-15 22:30 PDT,3.16
2022-05-15 22:45 PDT,3.38
2022-05-15 23:00 PDT,3.6
2022-05-15 23:15 PDT,3.8
2022-05-15 23:30 PDT,3.99
2022-05-15 23:45 PDT,4.17
2022-05-16 00:00 PDT,4.33
2022-05-16 00:15 PDT,4.47
2022-05-16 00:30 PDT,4.6
2022-05-16 00:45 PDT,4.71
2022-05-16 01:00 PDT,4.8
2022-05-16 01:15 PDT,4.88
2022-05-16 01:30 PDT,4.95
2022-05-16 01:45 PDT,4.99
2022-05-16 02:00 PDT,5.02
2022-05-16 02:15 PDT,5.02
2022-05-16 02:30 PDT,4.99
2022-05-16 02:45 PDT,4.93
2022-05-16 03:00 PDT,4.83
2022-05-16 03:15 PDT,4.71
2022-05-16 03:30 PDT,4.54
2022-05-16 03:45 PDT,4.35
2022-05-16 04:00 PDT,4.13
2022-05-16 04:15 PDT,3.88
2022-05-16 04:30 PDT,3.62
2022-05-16 04:45 PDT,3.35
2022-05-16 05:00 PDT,3.08
2022-05-16 05:15 PDT,2.8
2022-05-16 05:30 PDT,2.53
2022-05-16 05:45 PDT,2.28
2022-05-16 06:00 PDT,2.03
2022-05-16 06:15 PDT,1.8
2022-05-16 06:30 PDT,1.58
2022-05-16 06:45 PDT,1.37
2022-05-16 07:00 PDT,1.17
2022-05-16 07:15 PDT,0.98
2022-05-16 07:30 PDT,0.81
2022-05-16 07:45 PDT,0.65
2022-05-16 08:00 PDT,0.52
2022-05-16 08:15 PDT,0.4
2022-05-16 08:30 PDT,0.31
2022-05-16 08:45 PDT,0.25
2022-05-16 09:00 PDT,0.23
2022-05-16 09:15 PDT,0.25
2022-05-16 09:30 PDT,0.31
2022-05-16 09:45 PDT,0.41
2022-05-16 10:00 PDT,0.54
2022-05-16 10:15 PDT,0.71
2022-05-16 10:30 PDT,0.91
2022-05-16 10:45 PDT,1.12
2022-05-16 11:00 PDT,1.35
2022-05-16 11:15 PDT,1.58
2022-05-16 11:30 PDT,1.82
2022-05-16 11:45 PDT,2.05
2022-05-16 12:00 PDT,2.27
2022-05-16 12:15 PDT,2.49
2022-05-16 12:30 PDT,2.69
2022-05-16 12:45 PDT,2.89
2022-05-16 13:00 PDT,3.08
2022-05-16 13:15 PDT,3.27
2022-05-16 13:30 PDT,3.44
2022-05-16 13:45 PDT,3.61
2022-05-16 14:00 PDT,3.77
2022-05-16 14:15 PDT,3.92
2022-05-16 14:30 PDT,4.04
2022-05-16 14:45 PDT,4.15
2022-05-16 15:00 PDT,4.23
2022-05-16 15:15 PDT,4.27
2022-05-16 15:30 PDT,4.29
2022-05-16 15:45 PDT,4.26
2022-05-16 16:00 PDT,4.2
2022-05-16 16:15 PDT,4.11
2022-05-16 16:30 PDT,3.99
2022-05-16 16:45 PDT,3.84
2022-05-16 17:00 PDT,3.68
2022-05-16 17:15 PDT,3.51
2022-05-16 17:30 PDT,3.33
2022-05-16 17:45 PDT,3.16
2022-05-16 18:00 PDT,2.99
2022-05-16 18:15 PDT,2.83
2022-05-16 18:30 PDT,2.68
2022-05-16 18:45 PDT,2.55
2022-05-16 19:00 PDT,2.43
2022-05-16 19:15 PDT,2.32
2022-05-16 19:30 PDT,2.23
2022-05-16 19:45 PDT,2.15
2022-05-16 20:00 PDT,2.08
2022-05-16 20:15 PDT,2.03
2022-05-16 20:30 PDT,2
2022-05-16 20:45 PDT,1.99
2022-05-16 21:00 PDT,2
2022-05-16 21:15 PDT,2.04
2022-05-16 21:30 PDT,2.11
2022-05-16 21:45 PDT,2.22
2022-05-16 22:00 PDT,2.35
2022-05-16 22:15 PDT,2.51
2022-05-16 22:30 PDT,2.69
2022-05-16 22:45 PDT,2.9
2022-05-16 23:00 PDT,3.12
2022-05-16 23:15 PDT,3.34
2022-05-16 23:30 PDT,3.56
2022-05-16 23:45 PDT,3.77
2022-05-17 00:00 PDT,3.98
2022-05-17 00:15 PDT,4.17
2022-05-17 00:30 PDT,4.34
2022-05-17 00:45 PDT,4.49
2022-05-17 01:00 PDT,4.62
2022-05-17 01:15 PDT,4.74
2022-05-17 01:30 PDT,4.84
2022-05-17 01:45 PDT,4.93
2022-05-17 02:00 PDT,5
2022-05-17 02:15 PDT,5.05
2022-05-17 02:30 PDT,5.08
2022-05-17 02:45 PDT,5.09
2022-05-17 03:00 PDT,5.08
2022-05-17 03:15 PDT,5.04
2022-05-17 03:30 PDT,4.96
2022-05-17 03:45 PDT,4.86
2022-05-17 04:00 PDT,4.71
2022-05-17 04:15 PDT,4.54
2022-05-17 04:30 PDT,4.33
2022-05-17 04:45 PDT,4.1
2022-05-17 05:00 PDT,3.84
2022-05-17 05:15 PDT,3.57
2022-05-17 05:30 PDT,3.29
2022-05-17 05:45 PDT,3.01
2022-05-17 06:00 PDT,2.73
2022-05-17 06:15 PDT,2.46
2022-05-17 06:30 PDT,2.2
2022-05-17 06:45 PDT,1.94
2022-05-17 07:00 PDT,1.71
2022-05-17 07:15 PDT,1.48
2022-05-17 07:30 PDT,1.26
2022-05-17 07:45 PDT,1.06
2022-05-17 08:00 PDT,0.87
2022-05-17 08:15 PDT,0.69
2022-05-17 08:30 PDT,0.53
2022-05-17 08:45 PDT,0.38
2022-05-17 09:00 PDT,0.26
2022-05-17 09:15 PDT,0.17
2022-05-17 09:30 PDT,0.11
2022-05-17 09:45 PDT,0.09
2022-05-17 10:00 PDT,0.11
2022-05-17 10:15 PDT,0.16
2022-05-17 10:30 PDT,0.26
2022-05-17 10:45 PDT,0.4
2022-05-17 11:00 PDT,0.57
2022-05-17 11:15 PDT,0.76
2022-05-17 11:30 PDT,0.98
2022-05-17 11:45 PDT,1.21
2022-05-17 12:00 PDT,1.45
2022-05-17 12:15 PDT,1.68
2022-05-17 12:30 PDT,1.92
2022-05-17 12:45 PDT,2.15
2022-05-17 13:00 PDT,2.37
2022-05-17 13:15 PDT,2.59
2022-05-17 13:30 PDT,2.79
2022-05-17 13:45 PDT,2.99
2022-05-17 14:00 PDT,3.18
2022-05-17 14:15 PDT,3.37
2022-05-17 14:30 PDT,3.55
2022-05-17 14:45 PDT,3.71
2022-05-17 15:00 PDT,3.87
2022-05-17 15:15 PDT,4
2022-05-17 15:30 PDT,4.12
2022-05-17 15:45 PDT,4.2
2022-05-17 16:00 PDT,4.26
2022-05-17 16:15 PDT,4.28
2022-05-17 16:30 PDT,4.26
2022-05-17 16:45 PDT,4.21
2022-05-17 17:00 PDT,4.13
2022-05-17 17:15 PDT,4.01
2022-05-17 17:30 PDT,3.88
2022-05-17 17:45 PDT,3.72
2022-05-17 18:00 PDT,3.56
2022-05-17 18:15 PDT,3.39
2022-05-17 18:30 PDT,3.22
2022-05-17 18:45 PDT,3.06
2022-05-17 19:00 PDT,2.91
2022-05-17 19:15 PDT,2.77
2022-05-17 19:30 PDT,2.65
2022-05-17 19:45 PDT,2.53
2022-05-17 20:00 PDT,2.43
2022-05-17 20:15 PDT,2.34
2022-05-17 20:30 PDT,2.27
2022-05-17 20:45 PDT,2.21
2022-05-17 21:00 PDT,2.16
2022-05-17 21:15 PDT,2.13
2022-05-17 21:30 PDT,2.12
2022-05-17 21:45 PDT,2.13
2022-05-17 22:00 PDT,2.18
2022-05-17 22:15 PDT,2.25
2022-05-17 22:30 PDT,2.35
2022-05-17 22:45 PDT,2.47
2022-05-17 23:00 PDT,2.63
2022-05-17 23:15 PDT,2.81
2022-05-17 23:30 PDT,3
2022-05-17 23:45 PDT,3.21
2022-05-18 00:00 PDT,3.42
2022-05-18 00:15 PDT,3.63
2022-05-18 00:30 PDT,3.84
2022-05-18 00:45 PDT,4.03
2022-05-18 01:00 PDT,4.21
2022-05-18 01:15 PDT,4.37
2022-05-18 01:30 PDT,4.51
2022-05-18 01:45 PDT,4.64
2022-05-18 02:00 PDT,4.75
2022-05-18 02:15 PDT,4.84
2022-05-18 02:30 PDT,4.91
2022-05-18 02:45 PDT,4.97
2022-05-18 03:00 PDT,5.02
2022-05-18 03:15 PDT,5.04
2022-05-18 03:30 PDT,5.04
2022-05-18 03:45 PDT,5.02
2022-05-18 04:00 PDT,4.97
2022-05-18 04:15 PDT,4.9
2022-05-18 04:30 PDT,4.79
2022-05-18 04:45 PDT,4.65
2022-05-18 05:00 PDT,4.48
2022-05-18 05:15 PDT,4.27
2022-05-18 05:30 PDT,4.05
2022-05-18 05:45 PDT,3.8
2022-05-18 06:00 PDT,3.54
2022-05-18 06:15 PDT,3.27
2022-05-18 06:30 PDT,3
2022-05-18 06:45 PDT,2.73
2022-05-18 07:00 PDT,2.46
2022-05-18 07:15 PDT,2.2
2022-05-18 07:30 PDT,1.96
2022-05-18 07:45 PDT,1.72
2022-05-18 08:00 PDT,1.5
2022-05-18 08:15 PDT,1.28
2022-05-18 08:30 PDT,1.08
2022-05-18 08:45 PDT,0.89
2022-05-18 09:00 PDT,0.71
2022-05-18 09:15 PDT,0.55
2022-05-18 09:30 PDT,0.41
2022-05-18 09:45 PDT,0.28
2022-05-18 10:00 PDT,0.19
2022-05-18 10:15 PDT,0.13
2022-05-18 10:30 PDT,0.1
2022-05-18 10:45 PDT,0.11
2022-05-18 11:00 PDT,0.16
2022-05-18 11:15 PDT,0.25
2022-05-18 11:30 PDT,0.37
2022-05-18 11:45 PDT,0.53
2022-05-18 12:00 PDT,0.71
2022-05-18 12:15 PDT,0.92
2022-05-18 12:30 PDT,1.14
2022-05-18 12:45 PDT,1.36
2022-05-18 13:00 PDT,1.59
2022-05-18 13:15 PDT,1.82
2022-05-18 13:30 PDT,2.04
2022-05-18 13:45 PDT,2.26
2022-05-18 14:00 PDT,2.47
2022-05-18 14:15 PDT,2.68
2022-05-18 14:30 PDT,2.88
2022-05-18 14:45 PDT,3.07
2022-05-18 15:00 PDT,3.25
2022-05-18 15:15 PDT,3.43
2022-05-18 15:30 PDT,3.6
2022-05-18 15:45 PDT,3.75
2022-05-18 16:00 PDT,3.89
2022-05-18 16:15 PDT,4.01
2022-05-18 16:30 PDT,4.1
2022-05-18 16:45 PDT,4.16
2022-05-18 17:00 PDT,4.19
2022-05-18 17:15 PDT,4.19
2022-05-18 17:30 PDT,4.16
2022-05-18 17:45 PDT,4.09
2022-05-18 18:00 PDT,4
2022-05-18 18:15 PDT,3.88
2022-05-18 18:30 PDT,3.74
2022-05-18 18:45 PDT,3.6
2022-05-18 19:00 PDT,3.45
2022-05-18 19:15 PDT,3.3
2022-05-18 19:30 PDT,3.15
2022-05-18 19:45 PDT,3.02
2022-05-18 20:00 PDT,2.89
2022-05-18 20:15 PDT,2.77
2022-05-18 20:30 PDT,2.67
2022-05-18 20:45 PDT,2.57
2022-05-18 21:00 PDT,2.49
2022-05-18 21:15 PDT,2.41
2022-05-18 21:30 PDT,2.36
2022-05-18 21:45 PDT,2.31
2022-05-18 22:00 PDT,2.28
2022-05-18 22:15 PDT,2.27
2022-05-18 22:30 PDT,2.28
2022-05-18 22:45 PDT,2.31
2022-05-18 23:00 PDT,2.37
2022-05-18 23:15 PDT,2.46
2022-05-18 23:30 PDT,2.57
2022-05-18 23:45 PDT,2.7
2022-05-19 00:00 PDT,2.86
2022-05-19 00:15 PDT,3.03
2022-05-19 00:30 PDT,3.22
2022-05-19 00:45 PDT,3.41
2022-05-19 01:00 PDT,3.6
2022-05-19 01:15 PDT,3.78
2022-05-19 01:30 PDT,3.96
2022-05-19 01:45 PDT,4.12
2022-05-19 02:00 PDT,4.27
2022-05-19 02:15 PDT,4.4
2022-05-19 02:30 PDT,4.51
2022-05-19 02:45 PDT,4.61
2022-05-19 03:00 PDT,4.7
2022-05-19 03:15 PDT,4.76
2022-05-19 03:30 PDT,4.82
2022-05-19 03:45 PDT,4.85
2022-05-19 04:00 PDT,4.87
2022-05-19 04:15 PDT,4.87
2022-05-19 04:30 PDT,4.85
2022-05-19 04:45 PDT,4.81
2022-05-19 05:00 PDT,4.74
2022-05-19 05:15 PDT,4.64
2022-05-19 05:30 PDT,4.52
2022-05-19 05:45 PDT,4.36
2022-05-19 06:00 PDT,4.18
2022-05-19 06:15 PDT,3.98
2022-05-19 06:30 PDT,3.76
2022-05-19 06:45 PDT,3.52
2022-05-19 07:00 PDT,3.28
2022-05-19 07:15 PDT,3.03
2022-05-19 07:30 PDT,2.78
2022-05-19 07:45 PDT,2.53
2022-05-19 08:00 PDT,2.29
2022-05-19 08:15 PDT,2.06
2022-05-19 08:30 PDT,1.84
2022-05-19 08:45 PDT,1.62
2022-05-19 09:00 PDT,1.42
2022-05-19 09:15 PDT,1.22
2022-05-19 09:30 PDT,1.04
2022-05-19 09:45 PDT,0.86
2022-05-19 10:00 PDT,0.7
2022-05-19 10:15 PDT,0.56
2022-05-19 10:30 PDT,0.44
2022-05-19 10:45 PDT,0.35
2022-05-19 11:00 PDT,0.28
2022-05-19 11:15 PDT,0.25
2022-05-19 11:30 PDT,0.25
2022-05-19 11:45 PDT,0.28
2022-05-19 12:00 PDT,0.35
2022-05-19 12:15 PDT,0.46
2022-05-19 12:30 PDT,0.59
2022-05-19 12:45 PDT,0.75
2022-05-19 13:00 PDT,0.93
2022-05-19 13:15 PDT,1.12
2022-05-19 13:30 PDT,1.33
2022-05-19 13:45 PDT,1.54
2022-05-19 14:00 PDT,1.75
2022-05-19 14:15 PDT,1.96
2022-05-19 14:30 PDT,2.16
2022-05-19 14:45 PDT,2.36
2022-05-19 15:00 PDT,2.55
2022-05-19 15:15 PDT,2.74
2022-05-19 15:30 PDT,2.92
2022-05-19 15:45 PDT,3.1
2022-05-19 16:00 PDT,3.27
2022-05-19 16:15 PDT,3.44
2022-05-19 16:30 PDT,3.59
2022-05-19 16:45 PDT,3.73
2022-05-19 17:00 PDT,3.85
2022-05-19 17:15 PDT,3.95
2022-05-19 17:30 PDT,4.02
2022-05-19 17:45 PDT,4.06
2022-05-19 18:00 PDT,4.08
2022-05-19 18:15 PDT,4.07
2022-05-19 18:30 PDT,4.03
2022-05-19 18:45 PDT,3.96
2022-05-19 19:00 PDT,3.87
2022-05-19 19:15 PDT,3.77
2022-05-19 19:30 PDT,3.65
2022-05-19 19:45 PDT,3.52
2022-05-19 20:00 PDT,3.39
2022-05-19 20:15 PDT,3.27
2022-05-19 20:30 PDT,3.14
2022-05-19 20:45 PDT,3.03
2022-05-19 21:00 PDT,2.92
2022-05-19 21:15 PDT,2.82
2022-05-19 21:30 PDT,2.74
2022-05-19 21:45 PDT,2.66
2022-05-19 22:00 PDT,2.59
2022-05-19 22:15 PDT,2.53
2022-05-19 22:30 PDT,2.48
2022-05-19 22:45 PDT,2.44
2022-05-19 23:00 PDT,2.43
2022-05-19 23:15 PDT,2.42
2022-05-19 23:30 PDT,2.44
2022-05-19 23:45 PDT,2.48
2022-05-20 00:00 PDT,2.54
2022-05-20 00:15 PDT,2.62
2022-05-20 00:30 PDT,2.73
2022-05-20 00:45 PDT,2.85
2022-05-20 01:00 PDT,2.99
2022-05-20 01:15 PDT,3.14
2022-05-20 01:30 PDT,3.3
2022-05-20 01:45 PDT,3.46
2022-05-20 02:00 PDT,3.61
2022-05-20 02:15 PDT,3.77
2022-05-20 02:30 PDT,3.91
2022-05-20 02:45 PDT,4.04
2022-05-20 03:00 PDT,4.16
2022-05-20 03:15 PDT,4.26
2022-05-20 03:30 PDT,4.35
2022-05-20 03:45 PDT,4.43
2022-05-20 04:00 PDT,4.49
2022-05-20 04:15 PDT,4.54
2022-05-20 04:30 PDT,4.58
2022-05-20 04:45 PDT,4.6
2022-05-20 05:00 PDT,4.61
2022-05-20 05:15 PDT,4.6
2022-05-20 05:30 PDT,4.57
2022-05-20 05:45 PDT,4.51
2022-05-20 06:00 PDT,4.44
2022-05-20 06:15 PDT,4.34
2022-05-20 06:30 PDT,4.21
2022-05-20 06:45 PDT,4.07
2022-05-20 07:00 PDT,3.9
2022-05-20 07:15 PDT,3.72
2022-05-20 07:30 PDT,3.52
2022-05-20 07:45 PDT,3.31
2022-05-20 08:00 PDT,3.09
2022-05-20 08:15 PDT,2.87
2022-05-20 08:30 PDT,2.65
2022-05-20 08:45 PDT,2.44
2022-05-20 09:00 PDT,2.23
2022-05-20 09:15 PDT,2.02
2022-05-20 09:30 PDT,1.82
2022-05-20 09:45 PDT,1.63
2022-05-20 10:00 PDT,1.45
2022-05-20 10:15 PDT,1.27
2022-05-20 10:30 PDT,1.11
2022-05-20 10:45 PDT,0.96
2022-05-20 11:00 PDT,0.83
2022-05-20 11:15 PDT,0.71
2022-05-20 11:30 PDT,0.61
2022-05-20 11:45 PDT,0.54
2022-05-20 12:00 PDT,0.5
2022-05-20 12:15 PDT,0.48
2022-05-20 12:30 PDT,0.5
2022-05-20 12:45 PDT,0.54
2022-05-20 13:00 PDT,0.62
2022-05-20 13:15 PDT,0.72
2022-05-20 13:30 PDT,0.85
2022-05-20 13:45 PDT,0.99
2022-05-20 14:00 PDT,1.16
2022-05-20 14:15 PDT,1.33
2022-05-20 14:30 PDT,1.51
2022-05-20 14:45 PDT,1.7
2022-05-20 15:00 PDT,1.88
2022-05-20 15:15 PDT,2.07
2022-05-20 15:30 PDT,2.25
2022-05-20 15:45 PDT,2.43
2022-05-20 16:00 PDT,2.6
2022-05-20 16:15 PDT,2.78
2022-05-20 16:30 PDT,2.94
2022-05-20 16:45 PDT,3.1
2022-05-20 17:00 PDT,3.26
2022-05-20 17:15 PDT,3.41
2022-05-20 17:30 PDT,3.55
2022-05-20 17:45 PDT,3.67
2022-05-20 18:00 PDT,3.78
2022-05-20 18:15 PDT,3.86
2022-05-20 18:30 PDT,3.93
2022-05-20 18:45 PDT,3.97
2022-05-20 19:00 PDT,3.98
2022-05-20 19:15 PDT,3.97
2022-05-20 19:30 PDT,3.93
2022-05-20 19:45 PDT,3.88
2022-05-20 20:00 PDT,3.8
2022-05-20 20:15 PDT,3.72
2022-05-20 20:30 PDT,3.62
2022-05-20 20:45 PDT,3.51
2022-05-20 21:00 PDT,3.41
2022-05-20 21:15 PDT,3.3
2022-05-20 21:30 PDT,3.2
2022-05-20 21:45 PDT,3.1
2022-05-20 22:00 PDT,3.01
2022-05-20 22:15 PDT,2.92
2022-05-20 22:30 PDT,2.85
2022-05-20 22:45 PDT,2.77
2022-05-20 23:00 PDT,2.71
2022-05-20 23:15 PDT,2.66
2022-05-20 23:30 PDT,2.61
2022-05-20 23:45 PDT,2.58
2022-05-21 00:00 PDT,2.56
2022-05-21 00:15 PDT,2.55
2022-05-21 00:30 PDT,2.56
2022-05-21 00:45 PDT,2.59
2022-05-21 01:00 PDT,2.63
2022-05-21 01:15 PDT,2.7
2022-05-21 01:30 PDT,2.78
2022-05-21 01:45 PDT,2.87
2022-05-21 02:00 PDT,2.98
2022-05-21 02:15 PDT,3.1
2022-05-21 02:30 PDT,3.23
2022-05-21 02:45 PDT,3.35
2022-05-21 03:00 PDT,3.48
2022-05-21 03:15 PDT,3.6
2022-05-21 03:30 PDT,3.72
2022-05-21 03:45 PDT,3.82
2022-05-21 04:00 PDT,3.92
2022-05-21 04:15 PDT,4
2022-05-21 04:30 PDT,4.08
2022-05-21 04:45 PDT,4.14
2022-05-21 05:00 PDT,4.19
2022-05-21 05:15 PDT,4.23
2022-05-21 05:30 PDT,4.26
2022-05-21 05:45 PDT,4.28
2022-05-21 06:00 PDT,4.28
2022-05-21 06:15 PDT,4.27
2022-05-21 06:30 PDT,4.24
2022-05-21 06:45 PDT,4.19
2022-05-21 07:00 PDT,4.13
2022-05-21 07:15 PDT,4.04
2022-05-21 07:30 PDT,3.94
2022-05-21 07:45 PDT,3.81
2022-05-21 08:00 PDT,3.67
2022-05-21 08:15 PDT,3.52
2022-05-21 08:30 PDT,3.35
2022-05-21 08:45 PDT,3.17
2022-05-21 09:00 PDT,2.99
2022-05-21 09:15 PDT,2.8
2022-05-21 09:30 PDT,2.61
2022-05-21 09:45 PDT,2.43
2022-05-21 10:00 PDT,2.24
2022-05-21 10:15 PDT,2.06
2022-05-21 10:30 PDT,1.89
2022-05-21 10:45 PDT,1.73
2022-05-21 11:00 PDT,1.57
2022-05-21 11:15 PDT,1.42
2022-05-21 11:30 PDT,1.28
2022-05-21 11:45 PDT,1.15
2022-05-21 12:00 PDT,1.04
2022-05-21 12:15 PDT,0.94
2022-05-21 12:30 PDT,0.87
2022-05-21 12:45 PDT,0.81
2022-05-21 13:00 PDT,0.78
2022-05-21 13:15 PDT,0.77
2022-05-21 13:30 PDT,0.79
2022-05-21 13:45 PDT,0.83
