Date,predictions(m)
2022-06-05 22:30 PDT,3.14
2022-06-05 22:45 PDT,3.08
2022-06-05 23:00 PDT,3.03
2022-06-05 23:15 PDT,2.98
2022-06-05 23:30 PDT,2.94
2022-06-05 23:45 PDT,2.9
2022-06-06 00:00 PDT,2.87
2022-06-06 00:15 PDT,2.84
2022-06-06 00:30 PDT,2.82
2022-06-06 00:45 PDT,2.8
2022-06-06 01:00 PDT,2.8
2022-06-06 01:15 PDT,2.8
2022-06-06 01:30 PDT,2.82
2022-06-06 01:45 PDT,2.84
2022-06-06 02:00 PDT,2.87
2022-06-06 02:15 PDT,2.92
2022-06-06 02:30 PDT,2.97
2022-06-06 02:45 PDT,3.02
2022-06-06 03:00 PDT,3.08
2022-06-06 03:15 PDT,3.15
2022-06-06 03:30 PDT,3.21
2022-06-06 03:45 PDT,3.27
2022-06-06 04:00 PDT,3.34
2022-06-06 04:15 PDT,3.39
2022-06-06 04:30 PDT,3.45
2022-06-06 04:45 PDT,3.5
2022-06-06 05:00 PDT,3.54
2022-06-06 05:15 PDT,3.57
2022-06-06 05:30 PDT,3.6
2022-06-06 05:45 PDT,3.62
2022-06-06 06:00 PDT,3.63
2022-06-06 06:15 PDT,3.63
2022-06-06 06:30 PDT,3.63
2022-06-06 06:45 PDT,3.61
2022-06-06 07:00 PDT,3.58
2022-06-06 07:15 PDT,3.53
2022-06-06 07:30 PDT,3.48
2022-06-06 07:45 PDT,3.41
2022-06-06 08:00 PDT,3.33
2022-06-06 08:15 PDT,3.25
2022-06-06 08:30 PDT,3.15
2022-06-06 08:45 PDT,3.04
2022-06-06 09:00 PDT,2.93
2022-06-06 09:15 PDT,2.82
2022-06-06 09:30 PDT,2.7
2022-06-06 09:45 PDT,2.58
2022-06-06 10:00 PDT,2.46
2022-06-06 10:15 PDT,2.35
2022-06-06 10:30 PDT,2.23
2022-06-06 10:45 PDT,2.12
2022-06-06 11:00 PDT,2.02
2022-06-06 11:15 PDT,1.92
2022-06-06 11:30 PDT,1.83
2022-06-06 11:45 PDT,1.74
2022-06-06 12:00 PDT,1.66
2022-06-06 12:15 PDT,1.59
2022-06-06 12:30 PDT,1.53
2022-06-06 12:45 PDT,1.48
2022-06-06 13:00 PDT,1.44
2022-06-06 13:15 PDT,1.42
2022-06-06 13:30 PDT,1.42
2022-06-06 13:45 PDT,1.43
2022-06-06 14:00 PDT,1.45
2022-06-06 14:15 PDT,1.5
2022-06-06 14:30 PDT,1.56
2022-06-06 14:45 PDT,1.63
2022-06-06 15:00 PDT,1.71
2022-06-06 15:15 PDT,1.81
2022-06-06 15:30 PDT,1.91
2022-06-06 15:45 PDT,2.01
2022-06-06 16:00 PDT,2.13
2022-06-06 16:15 PDT,2.24
2022-06-06 16:30 PDT,2.35
2022-06-06 16:45 PDT,2.47
2022-06-06 17:00 PDT,2.58
2022-06-06 17:15 PDT,2.7
2022-06-06 17:30 PDT,2.81
2022-06-06 17:45 PDT,2.93
2022-06-06 18:00 PDT,3.04
2022-06-06 18:15 PDT,3.14
2022-06-06 18:30 PDT,3.25
2022-06-06 18:45 PDT,3.34
2022-06-06 19:00 PDT,3.43
2022-06-06 19:15 PDT,3.51
2022-06-06 19:30 PDT,3.58
2022-06-06 19:45 PDT,3.64
2022-06-06 20:00 PDT,3.68
2022-06-06 20:15 PDT,3.7
2022-06-06 20:30 PDT,3.72
2022-06-06 20:45 PDT,3.71
2022-06-06 21:00 PDT,3.69
2022-06-06 21:15 PDT,3.66
2022-06-06 21:30 PDT,3.62
2022-06-06 21:45 PDT,3.57
2022-06-06 22:00 PDT,3.52
2022-06-06 22:15 PDT,3.46
2022-06-06 22:30 PDT,3.4
2022-06-06 22:45 PDT,3.33
2022-06-06 23:00 PDT,3.27
2022-06-06 23:15 PDT,3.2
2022-06-06 23:30 PDT,3.14
2022-06-06 23:45 PDT,3.08
2022-06-07 00:00 PDT,3.02
2022-06-07 00:15 PDT,2.97
2022-06-07 00:30 PDT,2.91
2022-06-07 00:45 PDT,2.86
2022-06-07 01:00 PDT,2.81
2022-06-07 01:15 PDT,2.77
2022-06-07 01:30 PDT,2.74
2022-06-07 01:45 PDT,2.71
2022-06-07 02:00 PDT,2.69
2022-06-07 02:15 PDT,2.68
2022-06-07 02:30 PDT,2.68
2022-06-07 02:45 PDT,2.69
2022-06-07 03:00 PDT,2.71
2022-06-07 03:15 PDT,2.74
2022-06-07 03:30 PDT,2.78
2022-06-07 03:45 PDT,2.83
2022-06-07 04:00 PDT,2.88
2022-06-07 04:15 PDT,2.94
2022-06-07 04:30 PDT,3
2022-06-07 04:45 PDT,3.06
2022-06-07 05:00 PDT,3.12
2022-06-07 05:15 PDT,3.18
2022-06-07 05:30 PDT,3.23
2022-06-07 05:45 PDT,3.28
2022-06-07 06:00 PDT,3.33
2022-06-07 06:15 PDT,3.36
2022-06-07 06:30 PDT,3.4
2022-06-07 06:45 PDT,3.42
2022-06-07 07:00 PDT,3.44
2022-06-07 07:15 PDT,3.44
2022-06-07 07:30 PDT,3.44
2022-06-07 07:45 PDT,3.43
2022-06-07 08:00 PDT,3.4
2022-06-07 08:15 PDT,3.37
2022-06-07 08:30 PDT,3.32
2022-06-07 08:45 PDT,3.27
2022-06-07 09:00 PDT,3.2
2022-06-07 09:15 PDT,3.13
2022-06-07 09:30 PDT,3.04
2022-06-07 09:45 PDT,2.95
2022-06-07 10:00 PDT,2.86
2022-06-07 10:15 PDT,2.76
2022-06-07 10:30 PDT,2.66
2022-06-07 10:45 PDT,2.56
2022-06-07 11:00 PDT,2.45
2022-06-07 11:15 PDT,2.35
2022-06-07 11:30 PDT,2.25
2022-06-07 11:45 PDT,2.16
2022-06-07 12:00 PDT,2.07
2022-06-07 12:15 PDT,1.98
2022-06-07 12:30 PDT,1.9
2022-06-07 12:45 PDT,1.83
2022-06-07 13:00 PDT,1.76
2022-06-07 13:15 PDT,1.71
2022-06-07 13:30 PDT,1.66
2022-06-07 13:45 PDT,1.62
2022-06-07 14:00 PDT,1.6
2022-06-07 14:15 PDT,1.59
2022-06-07 14:30 PDT,1.6
2022-06-07 14:45 PDT,1.62
2022-06-07 15:00 PDT,1.65
2022-06-07 15:15 PDT,1.7
2022-06-07 15:30 PDT,1.76
2022-06-07 15:45 PDT,1.84
2022-06-07 16:00 PDT,1.92
2022-06-07 16:15 PDT,2.02
2022-06-07 16:30 PDT,2.12
2022-06-07 16:45 PDT,2.23
2022-06-07 17:00 PDT,2.34
2022-06-07 17:15 PDT,2.45
2022-06-07 17:30 PDT,2.56
2022-06-07 17:45 PDT,2.68
2022-06-07 18:00 PDT,2.79
2022-06-07 18:15 PDT,2.91
2022-06-07 18:30 PDT,3.02
2022-06-07 18:45 PDT,3.13
2022-06-07 19:00 PDT,3.24
2022-06-07 19:15 PDT,3.34
2022-06-07 19:30 PDT,3.44
2022-06-07 19:45 PDT,3.53
2022-06-07 20:00 PDT,3.61
2022-06-07 20:15 PDT,3.68
2022-06-07 20:30 PDT,3.74
2022-06-07 20:45 PDT,3.78
2022-06-07 21:00 PDT,3.81
2022-06-07 21:15 PDT,3.83
2022-06-07 21:30 PDT,3.83
2022-06-07 21:45 PDT,3.81
2022-06-07 22:00 PDT,3.79
2022-06-07 22:15 PDT,3.74
2022-06-07 22:30 PDT,3.69
2022-06-07 22:45 PDT,3.63
2022-06-07 23:00 PDT,3.56
2022-06-07 23:15 PDT,3.49
2022-06-07 23:30 PDT,3.41
2022-06-07 23:45 PDT,3.34
2022-06-08 00:00 PDT,3.26
2022-06-08 00:15 PDT,3.18
2022-06-08 00:30 PDT,3.1
2022-06-08 00:45 PDT,3.02
2022-06-08 01:00 PDT,2.94
2022-06-08 01:15 PDT,2.86
2022-06-08 01:30 PDT,2.79
2022-06-08 01:45 PDT,2.72
2022-06-08 02:00 PDT,2.65
2022-06-08 02:15 PDT,2.59
2022-06-08 02:30 PDT,2.54
2022-06-08 02:45 PDT,2.49
2022-06-08 03:00 PDT,2.46
2022-06-08 03:15 PDT,2.43
2022-06-08 03:30 PDT,2.42
2022-06-08 03:45 PDT,2.42
2022-06-08 04:00 PDT,2.44
2022-06-08 04:15 PDT,2.46
2022-06-08 04:30 PDT,2.5
2022-06-08 04:45 PDT,2.55
2022-06-08 05:00 PDT,2.61
2022-06-08 05:15 PDT,2.67
2022-06-08 05:30 PDT,2.73
2022-06-08 05:45 PDT,2.8
2022-06-08 06:00 PDT,2.87
2022-06-08 06:15 PDT,2.94
2022-06-08 06:30 PDT,3.01
2022-06-08 06:45 PDT,3.07
2022-06-08 07:00 PDT,3.12
2022-06-08 07:15 PDT,3.17
2022-06-08 07:30 PDT,3.22
2022-06-08 07:45 PDT,3.25
2022-06-08 08:00 PDT,3.28
2022-06-08 08:15 PDT,3.3
2022-06-08 08:30 PDT,3.31
2022-06-08 08:45 PDT,3.31
2022-06-08 09:00 PDT,3.3
2022-06-08 09:15 PDT,3.29
2022-06-08 09:30 PDT,3.26
2022-06-08 09:45 PDT,3.22
2022-06-08 10:00 PDT,3.17
2022-06-08 10:15 PDT,3.11
2022-06-08 10:30 PDT,3.05
2022-06-08 10:45 PDT,2.97
2022-06-08 11:00 PDT,2.89
2022-06-08 11:15 PDT,2.81
2022-06-08 11:30 PDT,2.72
2022-06-08 11:45 PDT,2.62
2022-06-08 12:00 PDT,2.53
2022-06-08 12:15 PDT,2.44
2022-06-08 12:30 PDT,2.35
2022-06-08 12:45 PDT,2.26
2022-06-08 13:00 PDT,2.18
2022-06-08 13:15 PDT,2.1
2022-06-08 13:30 PDT,2.02
2022-06-08 13:45 PDT,1.95
2022-06-08 14:00 PDT,1.89
2022-06-08 14:15 PDT,1.84
2022-06-08 14:30 PDT,1.8
2022-06-08 14:45 PDT,1.78
2022-06-08 15:00 PDT,1.76
2022-06-08 15:15 PDT,1.76
2022-06-08 15:30 PDT,1.77
2022-06-08 15:45 PDT,1.79
2022-06-08 16:00 PDT,1.83
2022-06-08 16:15 PDT,1.89
2022-06-08 16:30 PDT,1.95
2022-06-08 16:45 PDT,2.03
2022-06-08 17:00 PDT,2.12
2022-06-08 17:15 PDT,2.22
2022-06-08 17:30 PDT,2.33
2022-06-08 17:45 PDT,2.45
2022-06-08 18:00 PDT,2.56
2022-06-08 18:15 PDT,2.69
2022-06-08 18:30 PDT,2.81
2022-06-08 18:45 PDT,2.93
2022-06-08 19:00 PDT,3.05
2022-06-08 19:15 PDT,3.17
2022-06-08 19:30 PDT,3.28
2022-06-08 19:45 PDT,3.39
2022-06-08 20:00 PDT,3.5
2022-06-08 20:15 PDT,3.6
2022-06-08 20:30 PDT,3.69
2022-06-08 20:45 PDT,3.77
2022-06-08 21:00 PDT,3.85
2022-06-08 21:15 PDT,3.91
2022-06-08 21:30 PDT,3.95
2022-06-08 21:45 PDT,3.98
2022-06-08 22:00 PDT,4
2022-06-08 22:15 PDT,4
2022-06-08 22:30 PDT,3.98
2022-06-08 22:45 PDT,3.95
2022-06-08 23:00 PDT,3.9
2022-06-08 23:15 PDT,3.84
2022-06-08 23:30 PDT,3.76
2022-06-08 23:45 PDT,3.68
2022-06-09 00:00 PDT,3.59
2022-06-09 00:15 PDT,3.49
2022-06-09 00:30 PDT,3.39
2022-06-09 00:45 PDT,3.28
2022-06-09 01:00 PDT,3.17
2022-06-09 01:15 PDT,3.06
2022-06-09 01:30 PDT,2.95
2022-06-09 01:45 PDT,2.85
2022-06-09 02:00 PDT,2.74
2022-06-09 02:15 PDT,2.64
2022-06-09 02:30 PDT,2.54
2022-06-09 02:45 PDT,2.45
2022-06-09 03:00 PDT,2.36
2022-06-09 03:15 PDT,2.28
2022-06-09 03:30 PDT,2.2
2022-06-09 03:45 PDT,2.14
2022-06-09 04:00 PDT,2.1
2022-06-09 04:15 PDT,2.07
2022-06-09 04:30 PDT,2.05
2022-06-09 04:45 PDT,2.05
2022-06-09 05:00 PDT,2.07
2022-06-09 05:15 PDT,2.1
2022-06-09 05:30 PDT,2.15
2022-06-09 05:45 PDT,2.21
2022-06-09 06:00 PDT,2.28
2022-06-09 06:15 PDT,2.36
2022-06-09 06:30 PDT,2.45
2022-06-09 06:45 PDT,2.54
2022-06-09 07:00 PDT,2.63
2022-06-09 07:15 PDT,2.71
2022-06-09 07:30 PDT,2.8
2022-06-09 07:45 PDT,2.88
2022-06-09 08:00 PDT,2.95
2022-06-09 08:15 PDT,3.02
2022-06-09 08:30 PDT,3.08
2022-06-09 08:45 PDT,3.14
2022-06-09 09:00 PDT,3.18
2022-06-09 09:15 PDT,3.22
2022-06-09 09:30 PDT,3.26
2022-06-09 09:45 PDT,3.28
2022-06-09 10:00 PDT,3.3
2022-06-09 10:15 PDT,3.3
2022-06-09 10:30 PDT,3.29
2022-06-09 10:45 PDT,3.28
2022-06-09 11:00 PDT,3.25
2022-06-09 11:15 PDT,3.21
2022-06-09 11:30 PDT,3.15
2022-06-09 11:45 PDT,3.09
2022-06-09 12:00 PDT,3.02
2022-06-09 12:15 PDT,2.94
2022-06-09 12:30 PDT,2.85
2022-06-09 12:45 PDT,2.76
2022-06-09 13:00 PDT,2.67
2022-06-09 13:15 PDT,2.57
2022-06-09 13:30 PDT,2.48
2022-06-09 13:45 PDT,2.39
2022-06-09 14:00 PDT,2.31
2022-06-09 14:15 PDT,2.22
2022-06-09 14:30 PDT,2.15
2022-06-09 14:45 PDT,2.08
2022-06-09 15:00 PDT,2.03
2022-06-09 15:15 PDT,1.98
2022-06-09 15:30 PDT,1.94
2022-06-09 15:45 PDT,1.91
2022-06-09 16:00 PDT,1.9
2022-06-09 16:15 PDT,1.9
2022-06-09 16:30 PDT,1.92
2022-06-09 16:45 PDT,1.95
2022-06-09 17:00 PDT,2
2022-06-09 17:15 PDT,2.06
2022-06-09 17:30 PDT,2.14
2022-06-09 17:45 PDT,2.23
2022-06-09 18:00 PDT,2.34
2022-06-09 18:15 PDT,2.45
2022-06-09 18:30 PDT,2.57
2022-06-09 18:45 PDT,2.7
2022-06-09 19:00 PDT,2.83
2022-06-09 19:15 PDT,2.97
2022-06-09 19:30 PDT,3.1
2022-06-09 19:45 PDT,3.23
2022-06-09 20:00 PDT,3.36
2022-06-09 20:15 PDT,3.49
2022-06-09 20:30 PDT,3.6
2022-06-09 20:45 PDT,3.71
2022-06-09 21:00 PDT,3.82
2022-06-09 21:15 PDT,3.91
2022-06-09 21:30 PDT,3.99
2022-06-09 21:45 PDT,4.07
2022-06-09 22:00 PDT,4.13
2022-06-09 22:15 PDT,4.17
2022-06-09 22:30 PDT,4.2
2022-06-09 22:45 PDT,4.21
2022-06-09 23:00 PDT,4.21
2022-06-09 23:15 PDT,4.19
2022-06-09 23:30 PDT,4.14
2022-06-09 23:45 PDT,4.08
2022-06-10 00:00 PDT,4
2022-06-10 00:15 PDT,3.91
2022-06-10 00:30 PDT,3.8
2022-06-10 00:45 PDT,3.68
2022-06-10 01:00 PDT,3.55
2022-06-10 01:15 PDT,3.41
2022-06-10 01:30 PDT,3.27
2022-06-10 01:45 PDT,3.12
2022-06-10 02:00 PDT,2.98
2022-06-10 02:15 PDT,2.84
2022-06-10 02:30 PDT,2.7
2022-06-10 02:45 PDT,2.56
2022-06-10 03:00 PDT,2.42
2022-06-10 03:15 PDT,2.3
2022-06-10 03:30 PDT,2.17
2022-06-10 03:45 PDT,2.06
2022-06-10 04:00 PDT,1.95
2022-06-10 04:15 PDT,1.85
2022-06-10 04:30 PDT,1.77
2022-06-10 04:45 PDT,1.7
2022-06-10 05:00 PDT,1.65
2022-06-10 05:15 PDT,1.62
2022-06-10 05:30 PDT,1.61
2022-06-10 05:45 PDT,1.62
2022-06-10 06:00 PDT,1.65
2022-06-10 06:15 PDT,1.7
2022-06-10 06:30 PDT,1.77
2022-06-10 06:45 PDT,1.86
2022-06-10 07:00 PDT,1.96
2022-06-10 07:15 PDT,2.06
2022-06-10 07:30 PDT,2.18
2022-06-10 07:45 PDT,2.29
2022-06-10 08:00 PDT,2.41
2022-06-10 08:15 PDT,2.52
2022-06-10 08:30 PDT,2.63
2022-06-10 08:45 PDT,2.74
2022-06-10 09:00 PDT,2.83
2022-06-10 09:15 PDT,2.93
2022-06-10 09:30 PDT,3.01
2022-06-10 09:45 PDT,3.09
2022-06-10 10:00 PDT,3.17
2022-06-10 10:15 PDT,3.24
2022-06-10 10:30 PDT,3.29
2022-06-10 10:45 PDT,3.35
2022-06-10 11:00 PDT,3.39
2022-06-10 11:15 PDT,3.41
2022-06-10 11:30 PDT,3.43
2022-06-10 11:45 PDT,3.43
2022-06-10 12:00 PDT,3.41
2022-06-10 12:15 PDT,3.38
2022-06-10 12:30 PDT,3.34
2022-06-10 12:45 PDT,3.27
2022-06-10 13:00 PDT,3.2
2022-06-10 13:15 PDT,3.11
2022-06-10 13:30 PDT,3.02
2022-06-10 13:45 PDT,2.92
2022-06-10 14:00 PDT,2.82
2022-06-10 14:15 PDT,2.71
2022-06-10 14:30 PDT,2.61
2022-06-10 14:45 PDT,2.52
2022-06-10 15:00 PDT,2.42
2022-06-10 15:15 PDT,2.34
2022-06-10 15:30 PDT,2.26
2022-06-10 15:45 PDT,2.19
2022-06-10 16:00 PDT,2.14
2022-06-10 16:15 PDT,2.09
2022-06-10 16:30 PDT,2.05
2022-06-10 16:45 PDT,2.03
2022-06-10 17:00 PDT,2.02
2022-06-10 17:15 PDT,2.03
2022-06-10 17:30 PDT,2.06
2022-06-10 17:45 PDT,2.1
2022-06-10 18:00 PDT,2.16
2022-06-10 18:15 PDT,2.24
2022-06-10 18:30 PDT,2.33
2022-06-10 18:45 PDT,2.44
2022-06-10 19:00 PDT,2.57
2022-06-10 19:15 PDT,2.71
2022-06-10 19:30 PDT,2.85
2022-06-10 19:45 PDT,3
2022-06-10 20:00 PDT,3.15
2022-06-10 20:15 PDT,3.3
2022-06-10 20:30 PDT,3.45
2022-06-10 20:45 PDT,3.59
2022-06-10 21:00 PDT,3.72
2022-06-10 21:15 PDT,3.85
2022-06-10 21:30 PDT,3.97
2022-06-10 21:45 PDT,4.07
2022-06-10 22:00 PDT,4.17
2022-06-10 22:15 PDT,4.25
2022-06-10 22:30 PDT,4.32
2022-06-10 22:45 PDT,4.38
2022-06-10 23:00 PDT,4.42
2022-06-10 23:15 PDT,4.45
2022-06-10 23:30 PDT,4.45
2022-06-10 23:45 PDT,4.44
2022-06-11 00:00 PDT,4.41
2022-06-11 00:15 PDT,4.35
2022-06-11 00:30 PDT,4.27
2022-06-11 00:45 PDT,4.17
2022-06-11 01:00 PDT,4.05
2022-06-11 01:15 PDT,3.91
2022-06-11 01:30 PDT,3.76
2022-06-11 01:45 PDT,3.59
2022-06-11 02:00 PDT,3.42
2022-06-11 02:15 PDT,3.23
2022-06-11 02:30 PDT,3.05
2022-06-11 02:45 PDT,2.87
2022-06-11 03:00 PDT,2.69
2022-06-11 03:15 PDT,2.51
2022-06-11 03:30 PDT,2.34
2022-06-11 03:45 PDT,2.18
2022-06-11 04:00 PDT,2.02
2022-06-11 04:15 PDT,1.87
2022-06-11 04:30 PDT,1.72
2022-06-11 04:45 PDT,1.59
2022-06-11 05:00 PDT,1.47
2022-06-11 05:15 PDT,1.37
2022-06-11 05:30 PDT,1.28
2022-06-11 05:45 PDT,1.21
2022-06-11 06:00 PDT,1.17
2022-06-11 06:15 PDT,1.15
2022-06-11 06:30 PDT,1.15
2022-06-11 06:45 PDT,1.18
2022-06-11 07:00 PDT,1.24
2022-06-11 07:15 PDT,1.32
2022-06-11 07:30 PDT,1.42
2022-06-11 07:45 PDT,1.54
2022-06-11 08:00 PDT,1.67
2022-06-11 08:15 PDT,1.81
2022-06-11 08:30 PDT,1.95
2022-06-11 08:45 PDT,2.1
2022-06-11 09:00 PDT,2.25
2022-06-11 09:15 PDT,2.39
2022-06-11 09:30 PDT,2.53
2022-06-11 09:45 PDT,2.66
2022-06-11 10:00 PDT,2.78
2022-06-11 10:15 PDT,2.91
2022-06-11 10:30 PDT,3.02
2022-06-11 10:45 PDT,3.13
2022-06-11 11:00 PDT,3.24
2022-06-11 11:15 PDT,3.33
2022-06-11 11:30 PDT,3.42
2022-06-11 11:45 PDT,3.5
2022-06-11 12:00 PDT,3.56
2022-06-11 12:15 PDT,3.61
2022-06-11 12:30 PDT,3.64
2022-06-11 12:45 PDT,3.64
2022-06-11 13:00 PDT,3.63
2022-06-11 13:15 PDT,3.6
2022-06-11 13:30 PDT,3.54
2022-06-11 13:45 PDT,3.47
